gsId	id	name	iconId	materialsIds	materialsName	materialsCount	rank	groups	sequence	point	money	level	profession	remark	rates
195	1050607187	限量版秒秒皮鞋·风	1150407125	1050607156:1042200101:1042200201:1042200301:0	真秒秒皮鞋·风:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	5	16000000	0	1	7:14:18	物免：4680 魔免：3744 物防：4% 魔防：4%	10000:0:0:0:0:0
196	1050607188	限量版王者圣靴·风	1150407126	1050607157:1042200101:1042200201:1042200301:1042200401	真王者圣靴·风:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	5	20000000	0	1	7:14:18	物免：5616 魔免：4493 物防：5% 魔防：5%	10000:0:0:0:0:0
197	1050607189	限量版蓝魔手套·风	1150607127	1050607158:1042200101:1042200201:0:0	真蓝魔手套·风:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	4	2000000	0	1	7:14:18	物理爆击率：20% 精力：2489 辅助值：15%	10000:0:0:0:0:0
198	1050607190	限量版梦幻之手·风	1150607128	1050607159:1042200101:1042200201:1042200301:0	真梦幻之手·风:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	4	4000000	0	1	7:14:18	物理爆击率：25% 精力：4977 辅助值：20%	10000:0:0:0:0:0
199	1050607191	限量版百变魔手·风	1150607129	1050607160:1042200101:1042200201:1042200301:0	真百变魔手·风:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	4	8000000	0	1	7:14:18	物理爆击率：30% 精力：9954 辅助值：25%	10000:0:0:0:0:0
200	1050607192	限量版上古之手·风	1150607130	1050607161:1042200101:1042200201:1042200301:0	真上古之手·风:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	4	12000000	0	1	7:14:18	物理爆击率：35% 精力：14931 辅助值：30%	10000:0:0:0:0:0
201	1050607193	限量版秒秒手套·风	1150607131	1050607162:1042200101:1042200201:1042200301:0	真秒秒手套·风:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	4	16000000	0	1	7:14:18	物理爆击率：40% 精力：19908 辅助值：35%	10000:0:0:0:0:0
202	1050607194	限量版王者之手·风	1150607132	1050607163:1042200101:1042200201:1042200301:1042200401	真王者之手·风:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	4	20000000	0	1	7:14:18	物理爆击率：45% 精力：24885 辅助值：40%	10000:0:0:0:0:0
203	1050611133	真女王鞭·火	1150011102	1050011102:1042200101:1042200201:0:0	女王鞭·火:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	1	1000000	0	1	11:16:20	魔攻：3565	10000:0:0:0:0:0
204	1050611134	真MX扫把·火	1150011103	1050011103:1042200101:1042200201:1042200301:0	MX扫把·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	1	2000000	0	1	11:16:20	魔攻：5348	10000:0:0:0:0:0
205	1050611135	真流氓板砖·火	1150011104	1050011104:1042200101:1042200201:1042200301:0	流氓板砖·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	1	4000000	0	1	11:16:20	魔攻：7130	10000:0:0:0:0:0
206	1050611136	真甜心冰激凌·火	1150011105	1050011105:1042200101:1042200201:1042200301:0	甜心冰激凌·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	1	6000000	0	1	11:16:20	魔攻：8913	10000:0:0:0:0:0
207	1050611137	真山寨辣椒水·火	1150011106	1050011106:1042200101:1042200201:1042200301:0	山寨辣椒水·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	1	8000000	0	1	11:16:20	魔攻：10695	10000:0:0:0:0:0
208	1050611138	真苍蝇拍·火	1150011107	1050011107:1042200101:1042200201:1042200301:0	苍蝇拍·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	1	10000000	0	1	11:16:20	魔攻：12478	10000:0:0:0:0:0
209	1050611139	真神秘炸弹·火	1150011108	1050011108:1042200101:1042200201:1042200301:1042200401	神秘炸弹·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:150:30:15:1	2	7	1	12000000	0	1	11:16:20	魔攻：14260	10000:0:0:0:0:0
210	1050611140	真蓝魔铁衣·火	1150211109	1050211109:1042200101:1042200201:0:0	蓝魔铁衣·火:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	2	1000000	0	1	11:16:20	物防：13% 魔防：25% 生命：2462	10000:0:0:0:0:0
211	1050611141	真梦幻缕衣·火	1150211110	1050211110:1042200101:1042200201:1042200301:0	梦幻缕衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	2	2000000	0	1	11:16:20	物防：15% 魔防：29% 生命：4924	10000:0:0:0:0:0
212	1050611142	真百变神衣·火	1150211111	1050211111:1042200101:1042200201:1042200301:0	百变神衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	2	4000000	0	1	11:16:20	物防：17% 魔防：33% 生命：9849	10000:0:0:0:0:0
213	1050611143	真上古玄衣·火	1150211112	1050211112:1042200101:1042200201:1042200301:0	上古玄衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	2	6000000	0	1	11:16:20	物防：19% 魔防：37% 生命：14774	10000:0:0:0:0:0
214	1050611144	真奇妙之衣·火	1150211113	1050211113:1042200101:1042200201:1042200301:0	奇妙之衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	2	8000000	0	1	11:16:20	物防：21% 魔防：41% 生命：19699	10000:0:0:0:0:0
215	1050611145	真王者圣衣·火	1150211114	1050211114:1042200101:1042200201:1042200301:0	王者圣衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	2	10000000	0	1	11:16:20	物防：23% 魔防：45% 生命：24623	10000:0:0:0:0:0
216	1050611146	真蓝魔之裤·火	1150311115	1050311115:1042200101:1042200201:0:0	蓝魔之裤·火:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	3	1000000	0	1	11:16:20	生命：4080 精力：4242	10000:0:0:0:0:0
217	1050611147	真梦幻丝裤·火	1150311116	1050311116:1042200101:1042200201:1042200301:0	梦幻丝裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	3	2000000	0	1	11:16:20	生命：8159 精力：8484	10000:0:0:0:0:0
218	1050611148	真百变短裤·火	1150311117	1050311117:1042200101:1042200201:1042200301:0	百变短裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	3	4000000	0	1	11:16:20	生命：16318 精力：16968 抗物理爆击伤害：5% 抗精神爆击伤害：15%	10000:0:0:0:0:0
219	1050611149	真上古玄裤·火	1150311118	1050311118:1042200101:1042200201:1042200301:0	上古玄裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	3	6000000	0	1	11:16:20	生命：24478 精力：25452 抗物理爆击伤害：10% 抗精神爆击伤害：20%	10000:0:0:0:0:0
220	1050611150	真秒秒之裤·火	1150311119	1050311119:1042200101:1042200201:1042200301:0	秒秒之裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	3	8000000	0	1	11:16:20	生命：32637 精力：33936 抗物理爆击伤害：15% 抗精神爆击伤害：25%	10000:0:0:0:0:0
221	1050611151	真王者圣裤·火	1150311120	1050311120:1042200101:1042200201:1042200301:0	王者圣裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	3	10000000	0	1	11:16:20	生命：40796 精力：42420 抗物理爆击伤害：20% 抗精神爆击伤害：30%	10000:0:0:0:0:0
222	1050611152	真蓝魔之靴·火	1150411121	1050411121:1042200101:1042200201:0:0	蓝魔之靴·火:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	5	1000000	0	1	11:16:20	物免：538 魔免：673	10000:0:0:0:0:0
223	1050611153	真梦幻皮鞋·火	1150411122	1050411122:1042200101:1042200201:1042200301:0	梦幻皮鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	5	2000000	0	1	11:16:20	物免：1076 魔免：1346	10000:0:0:0:0:0
224	1050611154	真百变灵靴·火	1150411123	1050411123:1042200101:1042200201:1042200301:0	百变灵靴·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	5	4000000	0	1	11:16:20	物免：1615 魔免：2018 物防：1% 魔防：1%	10000:0:0:0:0:0
225	1050611155	真上古之鞋·火	1150411124	1050411124:1042200101:1042200201:1042200301:0	上古之鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	5	6000000	0	1	11:16:20	物免：2153 魔免：2691 物防：1% 魔防：3%	10000:0:0:0:0:0
226	1050611156	真秒秒皮鞋·火	1150411125	1050411125:1042200101:1042200201:1042200301:0	秒秒皮鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	5	8000000	0	1	11:16:20	物免：2691 魔免：3364 物防：2% 魔防：4%	10000:0:0:0:0:0
227	1050611157	真王者圣靴·火	1150411126	1050411126:1042200101:1042200201:1042200301:0	王者圣靴·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	5	10000000	0	1	11:16:20	物免：3229 魔免：4037 物防：3% 魔防：5%	10000:0:0:0:0:0
228	1050611158	真蓝魔手套·火	1150611127	1050611127:1042200101:1042200201:0:0	蓝魔手套·火:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	4	1000000	0	1	11:16:20	精神爆击率：15% 精力：2560 辅助值：10%	10000:0:0:0:0:0
229	1050611159	真梦幻之手·火	1150611128	1050611128:1042200101:1042200201:1042200301:0	梦幻之手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	4	2000000	0	1	11:16:20	精神爆击率：19% 精力：5121 辅助值：15%	10000:0:0:0:0:0
230	1050611160	真百变魔手·火	1150611129	1050611129:1042200101:1042200201:1042200301:0	百变魔手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	4	4000000	0	1	11:16:20	精神爆击率：23% 精力：10241 辅助值：20%	10000:0:0:0:0:0
231	1050611161	真上古之手·火	1150611130	1050611130:1042200101:1042200201:1042200301:0	上古之手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	4	6000000	0	1	11:16:20	精神爆击率：27% 精力：15362 辅助值：25%	10000:0:0:0:0:0
232	1050611162	真秒秒手套·火	1150611131	1050611131:1042200101:1042200201:1042200301:0	秒秒手套·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	4	8000000	0	1	11:16:20	精神爆击率：31% 精力：20483 辅助值：30%	10000:0:0:0:0:0
233	1050611163	真王者之手·火	1150611132	1050611132:1042200101:1042200201:1042200301:0	王者之手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	4	10000000	0	1	11:16:20	精神爆击率：35% 精力：25604 辅助值：35%	10000:0:0:0:0:0
234	1050611164	限量版女王鞭·火	1150011102	1050611133:1042200101:1042200201:0:0	真女王鞭·火:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	1	2000000	0	1	11:16:20	魔攻：4960	10000:0:0:0:0:0
235	1050611165	限量版MX扫把·火	1150011103	1050611134:1042200101:1042200201:1042200301:0	真MX扫把·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	1	4000000	0	1	11:16:20	魔攻：7440	10000:0:0:0:0:0
236	1050611166	限量版流氓板砖·火	1150011104	1050611135:1042200101:1042200201:1042200301:0	真流氓板砖·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	1	8000000	0	1	11:16:20	魔攻：9920	10000:0:0:0:0:0
237	1050611167	限量版冰激凌·火	1150011105	1050611136:1042200101:1042200201:1042200301:0	真甜心冰激凌·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	1	12000000	0	1	11:16:20	魔攻：12400	10000:0:0:0:0:0
238	1050611168	限量版辣椒水·火	1150011106	1050611137:1042200101:1042200201:1042200301:0	真山寨辣椒水·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	1	16000000	0	1	11:16:20	魔攻：14880	10000:0:0:0:0:0
239	1050611169	限量版苍蝇拍·火	1150011107	1050611138:1042200101:1042200201:1042200301:1042200401	真苍蝇拍·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	1	20000000	0	1	11:16:20	魔攻：17360	10000:0:0:0:0:0
240	1050611170	限量版神秘炸弹·火	1150011108	1050611139:1042200101:1042200201:1042200301:1042200401	真神秘炸弹·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:300:90:45:3	3	7	1	24000000	0	1	11:16:20	魔攻：19840	10000:0:0:0:0:0
241	1050611171	限量版蓝魔铁衣·火	1150211109	1050611140:1042200101:1042200201:0:0	真蓝魔铁衣·火:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	2	2000000	0	1	11:16:20	物防：13% 魔防：25% 生命：4153	10000:0:0:0:0:0
242	1050611172	限量版梦幻缕衣·火	1150211110	1050611141:1042200101:1042200201:1042200301:0	真梦幻缕衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	2	4000000	0	1	11:16:20	物防：15% 魔防：29% 生命：8305	10000:0:0:0:0:0
243	1050611173	限量版百变神衣·火	1150211111	1050611142:1042200101:1042200201:1042200301:0	真百变神衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	2	8000000	0	1	11:16:20	物防：17% 魔防：33% 生命：16610	10000:0:0:0:0:0
244	1050611174	限量版上古玄衣·火	1150211112	1050611143:1042200101:1042200201:1042200301:0	真上古玄衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	2	12000000	0	1	11:16:20	物防：19% 魔防：37% 生命：24915	10000:0:0:0:0:0
245	1050611175	限量版奇妙之衣·火	1150211113	1050611144:1042200101:1042200201:1042200301:0	真奇妙之衣·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	2	16000000	0	1	11:16:20	物防：21% 魔防：41% 生命：33220	10000:0:0:0:0:0
246	1050611176	限量版王者圣衣·火	1150211114	1050611145:1042200101:1042200201:1042200301:1042200401	真王者圣衣·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	2	20000000	0	1	11:16:20	物防：23% 魔防：45% 生命：41525	10000:0:0:0:0:0
247	1050611177	限量版蓝魔之裤·火	1150311115	1050611146:1042200101:1042200201:0:0	真蓝魔之裤·火:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	3	2000000	0	1	11:16:20	生命：5828 精力：6060	10000:0:0:0:0:0
248	1050611178	限量版梦幻丝裤·火	1150311116	1050611147:1042200101:1042200201:1042200301:0	真梦幻丝裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	3	4000000	0	1	11:16:20	生命：11656 精力：12120	10000:0:0:0:0:0
249	1050611179	限量版百变短裤·火	1150311117	1050611148:1042200101:1042200201:1042200301:0	真百变短裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	3	8000000	0	1	11:16:20	生命：23312 精力：24240 抗物理爆击伤害：5% 抗精神爆击伤害：15%	10000:0:0:0:0:0
250	1050611180	限量版上古玄裤·火	1150311118	1050611149:1042200101:1042200201:1042200301:0	真上古玄裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	3	12000000	0	1	11:16:20	生命：34968 精力：36360 抗物理爆击伤害：10% 抗精神爆击伤害：20%	10000:0:0:0:0:0
251	1050611181	限量版秒秒之裤·火	1150311119	1050611150:1042200101:1042200201:1042200301:0	真秒秒之裤·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	3	16000000	0	1	11:16:20	生命：46624 精力：48480 抗物理爆击伤害：15% 抗精神爆击伤害：25%	10000:0:0:0:0:0
252	1050611182	限量版王者圣裤·火	1150311120	1050611151:1042200101:1042200201:1042200301:1042200401	真王者圣裤·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	3	20000000	0	1	11:16:20	生命：58280 精力：60600 抗物理爆击伤害：20% 抗精神爆击伤害：30%	10000:0:0:0:0:0
253	1050611183	限量版蓝魔之靴·火	1150411121	1050611152:1042200101:1042200201:0:0	真蓝魔之靴·火:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	5	2000000	0	1	11:16:20	物免：749 魔免：936	10000:0:0:0:0:0
254	1050611184	限量版梦幻皮鞋·火	1150411122	1050611153:1042200101:1042200201:1042200301:0	真梦幻皮鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	5	4000000	0	1	11:16:20	物免：1498 魔免：1872	10000:0:0:0:0:0
255	1050611185	限量版百变灵靴·火	1150411123	1050611154:1042200101:1042200201:1042200301:0	真百变灵靴·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	5	8000000	0	1	11:16:20	物免：2246 魔免：2808 物防：1% 魔防：1%	10000:0:0:0:0:0
256	1050611186	限量版上古之鞋·火	1150411124	1050611155:1042200101:1042200201:1042200301:0	真上古之鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	5	12000000	0	1	11:16:20	物免：2995 魔免：3744 物防：1% 魔防：3%	10000:0:0:0:0:0
257	1050611187	限量版秒秒皮鞋·火	1150411125	1050611156:1042200101:1042200201:1042200301:0	真秒秒皮鞋·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	5	16000000	0	1	11:16:20	物免：3744 魔免：4680 物防：2% 魔防：4%	10000:0:0:0:0:0
258	1050611188	限量版王者圣靴·火	1150411126	1050611157:1042200101:1042200201:1042200301:1042200401	真王者圣靴·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	5	20000000	0	1	11:16:20	物免：4493 魔免：5616 物防：3% 魔防：5%	10000:0:0:0:0:0
259	1050611189	限量版蓝魔手套·火	1150611127	1050611158:1042200101:1042200201:0:0	真蓝魔手套·火:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	4	2000000	0	1	11:16:20	精神爆击率：15% 精力：3742 辅助值：15%	10000:0:0:0:0:0
260	1050611190	限量版梦幻之手·火	1150611128	1050611159:1042200101:1042200201:1042200301:0	真梦幻之手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	4	4000000	0	1	11:16:20	精神爆击率：19% 精力：7484 辅助值：20%	10000:0:0:0:0:0
261	1050611191	限量版百变魔手·火	1150611129	1050611160:1042200101:1042200201:1042200301:0	真百变魔手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	4	8000000	0	1	11:16:20	精神爆击率：23% 精力：14968 辅助值：25%	10000:0:0:0:0:0
262	1050611192	限量版上古之手·火	1150611130	1050611161:1042200101:1042200201:1042200301:0	真上古之手·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	4	12000000	0	1	11:16:20	精神爆击率：27% 精力：22452 辅助值：30%	10000:0:0:0:0:0
263	1050611193	限量版秒秒手套·火	1150611131	1050611162:1042200101:1042200201:1042200301:0	真秒秒手套·火:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	4	16000000	0	1	11:16:20	精神爆击率：31% 精力：29936 辅助值：35%	10000:0:0:0:0:0
264	1050611194	限量版王者之手·火	1150611132	1050611163:1042200101:1042200201:1042200301:1042200401	真王者之手·火:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	4	20000000	0	1	11:16:20	精神爆击率：35% 精力：37421 辅助值：40%	10000:0:0:0:0:0
265	1050610133	真女王鞭·林	1150010102	1050010102:1042200101:1042200201:0:0	女王鞭·林:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	1	1000000	0	1	10:15:19	魔攻：2476 辅助值：60%	10000:0:0:0:0:0
266	1050610134	真MX扫把·林	1150010103	1050010103:1042200101:1042200201:1042200301:0	MX扫把·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	1	2000000	0	1	10:15:19	魔攻：3713 辅助值：70%	10000:0:0:0:0:0
267	1050610135	真流氓板砖·林	1150010104	1050010104:1042200101:1042200201:1042200301:0	流氓板砖·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	1	4000000	0	1	10:15:19	魔攻：4952 辅助值：80%	10000:0:0:0:0:0
268	1050610136	真甜心冰激凌·林	1150010105	1050010105:1042200101:1042200201:1042200301:0	甜心冰激凌·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	1	6000000	0	1	10:15:19	魔攻：6189 辅助值：90%	10000:0:0:0:0:0
269	1050610137	真山寨辣椒水·林	1150010106	1050010106:1042200101:1042200201:1042200301:0	山寨辣椒水·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	1	8000000	0	1	10:15:19	魔攻：7427 辅助值：100%	10000:0:0:0:0:0
270	1050610138	真苍蝇拍·林	1150010107	1050010107:1042200101:1042200201:1042200301:0	苍蝇拍·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	1	10000000	0	1	10:15:19	魔攻：8665 辅助值：110%	10000:0:0:0:0:0
271	1050610139	真神秘炸弹·林	1150010108	1050010108:1042200101:1042200201:1042200301:1042200401	神秘炸弹·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:150:30:15:1	2	7	1	12000000	0	1	10:15:19	魔攻：9903 辅助值：120%	10000:0:0:0:0:0
272	1050610140	真蓝魔铁衣·林	1150210109	1050210109:1042200101:1042200201:0:0	蓝魔铁衣·林:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	2	1000000	0	1	10:15:19	物防：22.5% 魔防：30% 生命：3057	10000:0:0:0:0:0
273	1050610141	真梦幻缕衣·林	1150210110	1050210110:1042200101:1042200201:1042200301:0	梦幻缕衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	2	2000000	0	1	10:15:19	物防：27% 魔防：33% 生命：6115	10000:0:0:0:0:0
274	1050610142	真百变神衣·林	1150210111	1050210111:1042200101:1042200201:1042200301:0	百变神衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	2	4000000	0	1	10:15:19	物防：30% 魔防：37.5% 生命：12229	10000:0:0:0:0:0
275	1050610143	真上古玄衣·林	1150210112	1050210112:1042200101:1042200201:1042200301:0	上古玄衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	2	6000000	0	1	10:15:19	物防：34% 魔防：41% 生命：18343	10000:0:0:0:0:0
276	1050610144	真奇妙之衣·林	1150210113	1050210113:1042200101:1042200201:1042200301:0	奇妙之衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	2	8000000	0	1	10:15:19	物防：38% 魔防：44.5% 生命：24458	10000:0:0:0:0:0
277	1050610145	真王者圣衣·林	1150210114	1050210114:1042200101:1042200201:1042200301:0	王者圣衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	2	10000000	0	1	10:15:19	物防：42% 魔防：48% 生命：30572	10000:0:0:0:0:0
278	1050610146	真蓝魔之裤·林	1150310115	1050310115:1042200101:1042200201:0:0	蓝魔之裤·林:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	3	1000000	0	1	10:15:19	生命：5065 精力：3464	10000:0:0:0:0:0
279	1050610147	真梦幻丝裤·林	1150310116	1050310116:1042200101:1042200201:1042200301:0	梦幻丝裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	3	2000000	0	1	10:15:19	生命：10130 精力：6927	10000:0:0:0:0:0
280	1050610148	真百变短裤·林	1150310117	1050310117:1042200101:1042200201:1042200301:0	百变短裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	3	4000000	0	1	10:15:19	生命：20261 精力：13854 抗精神爆击伤害：25%	10000:0:0:0:0:0
281	1050610149	真上古玄裤·林	1150310118	1050310118:1042200101:1042200201:1042200301:0	上古玄裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	3	6000000	0	1	10:15:19	生命：30391 精力：20782 抗精神爆击伤害：30%	10000:0:0:0:0:0
282	1050610150	真秒秒之裤·林	1150310119	1050310119:1042200101:1042200201:1042200301:0	秒秒之裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	3	8000000	0	1	10:15:19	生命：40522 精力：27709 抗物理爆击伤害：5% 抗精神爆击伤害：35%	10000:0:0:0:0:0
283	1050610151	真王者圣裤·林	1150310120	1050310120:1042200101:1042200201:1042200301:0	王者圣裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	3	10000000	0	1	10:15:19	生命：50652 精力：34636 抗物理爆击伤害：10% 抗精神爆击伤害：40%	10000:0:0:0:0:0
284	1050610152	真蓝魔之靴·林	1150410121	1050410121:1042200101:1042200201:0:0	蓝魔之靴·林:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	5	1000000	0	1	10:15:19	物免：518 魔免：966	10000:0:0:0:0:0
285	1050610153	真梦幻皮鞋·林	1150410122	1050410122:1042200101:1042200201:1042200301:0	梦幻皮鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	5	2000000	0	1	10:15:19	物免：673 魔免：1932	10000:0:0:0:0:0
286	1050610154	真百变灵靴·林	1150410123	1050410123:1042200101:1042200201:1042200301:0	百变灵靴·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	5	4000000	0	1	10:15:19	物免：1553 魔免：2898 魔防：2%	10000:0:0:0:0:0
287	1050610155	真上古之鞋·林	1150410124	1050410124:1042200101:1042200201:1042200301:0	上古之鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	5	6000000	0	1	10:15:19	物免：2070 魔免：3864 魔防：4%	10000:0:0:0:0:0
288	1050610156	真秒秒皮鞋·林	1150410125	1050410125:1042200101:1042200201:1042200301:0	秒秒皮鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	5	8000000	0	1	10:15:19	物免：2588 魔免：4830 魔防：6%	10000:0:0:0:0:0
289	1050610157	真王者圣靴·林	1150410126	1050410126:1042200101:1042200201:1042200301:0	王者圣靴·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	5	10000000	0	1	10:15:19	物免：3105 魔免：5796 魔防：8%	10000:0:0:0:0:0
290	1050610158	真蓝魔手套·林	1150610127	1050610127:1042200101:1042200201:0:0	蓝魔手套·林:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	4	1000000	0	1	10:15:19	精神爆击率：9% 精力：2090 辅助值：10%	10000:0:0:0:0:0
