level	levelExp	total	totalInt
2556	1500	2772000	0
2557	1500	2773500	0
2558	1500	2775000	0
2559	1500	2776500	0
2560	1500	2778000	0
2561	1500	2779500	0
2562	1500	2781000	0
2563	1500	2782500	0
2564	1500	2784000	0
2565	1500	2785500	0
2566	1500	2787000	0
2567	1500	2788500	0
2568	1500	2790000	0
2569	1500	2791500	0
2570	1500	2793000	0
2571	1500	2794500	0
2572	1500	2796000	0
2573	1500	2797500	0
2574	1500	2799000	0
2575	1500	2800500	1915000
2576	1500	2802000	0
2577	1500	2803500	0
2578	1500	2805000	0
2579	1500	2806500	0
2580	1500	2808000	0
2581	1500	2809500	0
2582	1500	2811000	0
2583	1500	2812500	0
2584	1500	2814000	0
2585	1500	2815500	0
2586	1500	2817000	0
2587	1500	2818500	0
2588	1500	2820000	0
2589	1500	2821500	0
2590	1500	2823000	0
2591	1500	2824500	0
2592	1500	2826000	0
2593	1500	2827500	0
2594	1500	2829000	0
2595	1500	2830500	0
2596	1500	2832000	0
2597	1500	2833500	0
2598	1500	2835000	0
2599	1500	2836500	0
2600	1500	2838000	1942500
2601	1500	2839500	0
2602	1500	2841000	0
2603	1500	2842500	0
2604	1500	2844000	0
2605	1500	2845500	0
2606	1500	2847000	0
2607	1500	2848500	0
2608	1500	2850000	0
2609	1500	2851500	0
2610	1500	2853000	0
2611	1500	2854500	0
2612	1500	2856000	0
2613	1500	2857500	0
2614	1500	2859000	0
2615	1500	2860500	0
2616	1500	2862000	0
2617	1500	2863500	0
2618	1500	2865000	0
2619	1500	2866500	0
2620	1500	2868000	0
2621	1500	2869500	0
2622	1500	2871000	0
2623	1500	2872500	0
2624	1500	2874000	0
2625	1500	2875500	1970000
2626	1500	2877000	0
2627	1500	2878500	0
2628	1500	2880000	0
2629	1500	2881500	0
2630	1500	2883000	0
2631	1500	2884500	0
2632	1500	2886000	0
2633	1500	2887500	0
2634	1500	2889000	0
2635	1500	2890500	0
2636	1500	2892000	0
2637	1500	2893500	0
2638	1500	2895000	0
2639	1500	2896500	0
2640	1500	2898000	0
2641	1500	2899500	0
2642	1500	2901000	0
2643	1500	2902500	0
2644	1500	2904000	0
2645	1500	2905500	0
2646	1500	2907000	0
2647	1500	2908500	0
2648	1500	2910000	0
2649	1500	2911500	0
2650	1500	2913000	1997500
2651	1500	2914500	0
2652	1500	2916000	0
2653	1500	2917500	0
2654	1500	2919000	0
2655	1500	2920500	0
2656	1500	2922000	0
2657	1500	2923500	0
2658	1500	2925000	0
2659	1500	2926500	0
2660	1500	2928000	0
2661	1500	2929500	0
2662	1500	2931000	0
2663	1500	2932500	0
2664	1500	2934000	0
2665	1500	2935500	0
2666	1500	2937000	0
2667	1500	2938500	0
2668	1500	2940000	0
2669	1500	2941500	0
2670	1500	2943000	0
2671	1500	2944500	0
2672	1500	2946000	0
2673	1500	2947500	0
2674	1500	2949000	0
2675	1500	2950500	2025000
2676	1500	2952000	0
2677	1500	2953500	0
2678	1500	2955000	0
2679	1500	2956500	0
2680	1500	2958000	0
2681	1500	2959500	0
2682	1500	2961000	0
2683	1500	2962500	0
2684	1500	2964000	0
2685	1500	2965500	0
2686	1500	2967000	0
2687	1500	2968500	0
2688	1500	2970000	0
2689	1500	2971500	0
2690	1500	2973000	0
2691	1500	2974500	0
2692	1500	2976000	0
2693	1500	2977500	0
2694	1500	2979000	0
2695	1500	2980500	0
2696	1500	2982000	0
2697	1500	2983500	0
2698	1500	2985000	0
2699	1500	2986500	0
2700	1500	2988000	2052500
2701	1500	2989500	0
2702	1500	2991000	0
2703	1500	2992500	0
2704	1500	2994000	0
2705	1500	2995500	0
2706	1500	2997000	0
2707	1500	2998500	0
2708	1500	3000000	0
2709	1500	3001500	0
2710	1500	3003000	0
2711	1500	3004500	0
2712	1500	3006000	0
2713	1500	3007500	0
2714	1500	3009000	0
2715	1500	3010500	0
2716	1500	3012000	0
2717	1500	3013500	0
2718	1500	3015000	0
2719	1500	3016500	0
2720	1500	3018000	0
2721	1500	3019500	0
2722	1500	3021000	0
2723	1500	3022500	0
2724	1500	3024000	0
2725	1500	3025500	2080000
2726	1500	3027000	0
2727	1500	3028500	0
2728	1500	3030000	0
2729	1500	3031500	0
2730	1500	3033000	0
2731	1500	3034500	0
2732	1500	3036000	0
2733	1500	3037500	0
2734	1500	3039000	0
2735	1500	3040500	0
2736	1500	3042000	0
2737	1500	3043500	0
2738	1500	3045000	0
2739	1500	3046500	0
2740	1500	3048000	0
2741	1500	3049500	0
2742	1500	3051000	0
2743	1500	3052500	0
2744	1500	3054000	0
2745	1500	3055500	0
2746	1500	3057000	0
2747	1500	3058500	0
2748	1500	3060000	0
2749	1500	3061500	0
2750	1500	3063000	2107500
2751	1500	3064500	0
2752	1500	3066000	0
2753	1500	3067500	0
2754	1500	3069000	0
2755	1500	3070500	0
2756	1500	3072000	0
2757	1500	3073500	0
2758	1500	3075000	0
2759	1500	3076500	0
2760	1500	3078000	0
2761	1500	3079500	0
2762	1500	3081000	0
2763	1500	3082500	0
2764	1500	3084000	0
2765	1500	3085500	0
2766	1500	3087000	0
2767	1500	3088500	0
2768	1500	3090000	0
2769	1500	3091500	0
2770	1500	3093000	0
2771	1500	3094500	0
2772	1500	3096000	0
2773	1500	3097500	0
2774	1500	3099000	0
2775	1500	3100500	2135000
2776	1500	3102000	0
2777	1500	3103500	0
2778	1500	3105000	0
2779	1500	3106500	0
2780	1500	3108000	0
2781	1500	3109500	0
2782	1500	3111000	0
2783	1500	3112500	0
2784	1500	3114000	0
2785	1500	3115500	0
2786	1500	3117000	0
2787	1500	3118500	0
2788	1500	3120000	0
2789	1500	3121500	0
2790	1500	3123000	0
2791	1500	3124500	0
2792	1500	3126000	0
2793	1500	3127500	0
2794	1500	3129000	0
2795	1500	3130500	0
2796	1500	3132000	0
2797	1500	3133500	0
2798	1500	3135000	0
2799	1500	3136500	0
2800	1500	3138000	2162500
2801	1500	3139500	0
2802	1500	3141000	0
2803	1500	3142500	0
2804	1500	3144000	0
2805	1500	3145500	0
2806	1500	3147000	0
2807	1500	3148500	0
2808	1500	3150000	0
2809	1500	3151500	0
2810	1500	3153000	0
2811	1500	3154500	0
2812	1500	3156000	0
2813	1500	3157500	0
2814	1500	3159000	0
2815	1500	3160500	0
2816	1500	3162000	0
2817	1500	3163500	0
2818	1500	3165000	0
2819	1500	3166500	0
2820	1500	3168000	0
2821	1500	3169500	0
2822	1500	3171000	0
2823	1500	3172500	0
2824	1500	3174000	0
2825	1500	3175500	2190000
2826	1500	3177000	0
2827	1500	3178500	0
2828	1500	3180000	0
2829	1500	3181500	0
2830	1500	3183000	0
2831	1500	3184500	0
2832	1500	3186000	0
2833	1500	3187500	0
2834	1500	3189000	0
2835	1500	3190500	0
2836	1500	3192000	0
2837	1500	3193500	0
2838	1500	3195000	0
2839	1500	3196500	0
2840	1500	3198000	0
2841	1500	3199500	0
2842	1500	3201000	0
2843	1500	3202500	0
2844	1500	3204000	0
2845	1500	3205500	0
2846	1500	3207000	0
2847	1500	3208500	0
2848	1500	3210000	0
2849	1500	3211500	0
2850	1500	3213000	2217500
2851	1500	3214500	0
2852	1500	3216000	0
2853	1500	3217500	0
2854	1500	3219000	0
2855	1500	3220500	0
2856	1500	3222000	0
2857	1500	3223500	0
2858	1500	3225000	0
2859	1500	3226500	0
2860	1500	3228000	0
2861	1500	3229500	0
2862	1500	3231000	0
2863	1500	3232500	0
2864	1500	3234000	0
2865	1500	3235500	0
2866	1500	3237000	0
2867	1500	3238500	0
2868	1500	3240000	0
2869	1500	3241500	0
2870	1500	3243000	0
2871	1500	3244500	0
2872	1500	3246000	0
2873	1500	3247500	0
2874	1500	3249000	0
2875	1500	3250500	2245000
2876	1500	3252000	0
2877	1500	3253500	0
2878	1500	3255000	0
2879	1500	3256500	0
2880	1500	3258000	0
2881	1500	3259500	0
2882	1500	3261000	0
2883	1500	3262500	0
2884	1500	3264000	0
2885	1500	3265500	0
2886	1500	3267000	0
2887	1500	3268500	0
2888	1500	3270000	0
2889	1500	3271500	0
2890	1500	3273000	0
2891	1500	3274500	0
2892	1500	3276000	0
2893	1500	3277500	0
2894	1500	3279000	0
2895	1500	3280500	0
2896	1500	3282000	0
2897	1500	3283500	0
2898	1500	3285000	0
2899	1500	3286500	0
2900	1500	3288000	2272500
2901	1500	3289500	0
2902	1500	3291000	0
2903	1500	3292500	0
2904	1500	3294000	0
2905	1500	3295500	0
2906	1500	3297000	0
2907	1500	3298500	0
2908	1500	3300000	0
2909	1500	3301500	0
2910	1500	3303000	0
2911	1500	3304500	0
2912	1500	3306000	0
2913	1500	3307500	0
2914	1500	3309000	0
2915	1500	3310500	0
2916	1500	3312000	0
2917	1500	3313500	0
2918	1500	3315000	0
2919	1500	3316500	0
2920	1500	3318000	0
2921	1500	3319500	0
2922	1500	3321000	0
2923	1500	3322500	0
2924	1500	3324000	0
2925	1500	3325500	2300000
2926	1500	3327000	0
2927	1500	3328500	0
2928	1500	3330000	0
2929	1500	3331500	0
2930	1500	3333000	0
2931	1500	3334500	0
2932	1500	3336000	0
2933	1500	3337500	0
2934	1500	3339000	0
2935	1500	3340500	0
2936	1500	3342000	0
2937	1500	3343500	0
2938	1500	3345000	0
2939	1500	3346500	0
2940	1500	3348000	0
2941	1500	3349500	0
2942	1500	3351000	0
2943	1500	3352500	0
2944	1500	3354000	0
2945	1500	3355500	0
2946	1500	3357000	0
2947	1500	3358500	0
2948	1500	3360000	0
2949	1500	3361500	0
2950	1500	3363000	2327500
2951	1500	3364500	0
2952	1500	3366000	0
2953	1500	3367500	0
2954	1500	3369000	0
2955	1500	3370500	0
2956	1500	3372000	0
2957	1500	3373500	0
2958	1500	3375000	0
2959	1500	3376500	0
2960	1500	3378000	0
2961	1500	3379500	0
2962	1500	3381000	0
2963	1500	3382500	0
2964	1500	3384000	0
2965	1500	3385500	0
2966	1500	3387000	0
2967	1500	3388500	0
2968	1500	3390000	0
2969	1500	3391500	0
2970	1500	3393000	0
2971	1500	3394500	0
2972	1500	3396000	0
2973	1500	3397500	0
2974	1500	3399000	0
2975	1500	3400500	2355000
2976	1500	3402000	0
2977	1500	3403500	0
2978	1500	3405000	0
2979	1500	3406500	0
2980	1500	3408000	0
2981	1500	3409500	0
2982	1500	3411000	0
2983	1500	3412500	0
2984	1500	3414000	0
2985	1500	3415500	0
2986	1500	3417000	0
2987	1500	3418500	0
2988	1500	3420000	0
2989	1500	3421500	0
2990	1500	3423000	0
2991	1500	3424500	0
2992	1500	3426000	0
2993	1500	3427500	0
2994	1500	3429000	0
2995	1500	3430500	0
2996	1500	3432000	0
2997	1500	3433500	0
2998	1500	3435000	0
2999	1500	3436500	0
3000	1500	3438000	2382500
3001	1600	3439600	0
3002	1600	3441200	0
3003	1600	3442800	0
3004	1600	3444400	0
3005	1600	3446000	0
3006	1600	3447600	0
3007	1600	3449200	0
3008	1600	3450800	0
3009	1600	3452400	0
3010	1600	3454000	0
3011	1600	3455600	0
3012	1600	3457200	0
3013	1600	3458800	0
3014	1600	3460400	0
3015	1600	3462000	0
3016	1600	3463600	0
3017	1600	3465200	0
3018	1600	3466800	0
3019	1600	3468400	0
3020	1600	3470000	0
3021	1600	3471600	0
3022	1600	3473200	0
3023	1600	3474800	0
3024	1600	3476400	0
3025	1600	3478000	2412500
3026	1600	3479600	0
3027	1600	3481200	0
3028	1600	3482800	0
3029	1600	3484400	0
3030	1600	3486000	0
3031	1600	3487600	0
3032	1600	3489200	0
3033	1600	3490800	0
3034	1600	3492400	0
3035	1600	3494000	0
3036	1600	3495600	0
3037	1600	3497200	0
3038	1600	3498800	0
3039	1600	3500400	0
3040	1600	3502000	0
3041	1600	3503600	0
3042	1600	3505200	0
3043	1600	3506800	0
3044	1600	3508400	0
3045	1600	3510000	0
3046	1600	3511600	0
3047	1600	3513200	0
3048	1600	3514800	0
3049	1600	3516400	0
3050	1600	3518000	2442500
3051	1600	3519600	0
3052	1600	3521200	0
3053	1600	3522800	0
3054	1600	3524400	0
3055	1600	3526000	0
3056	1600	3527600	0
3057	1600	3529200	0
3058	1600	3530800	0
3059	1600	3532400	0
3060	1600	3534000	0
3061	1600	3535600	0
3062	1600	3537200	0
3063	1600	3538800	0
3064	1600	3540400	0
3065	1600	3542000	0
3066	1600	3543600	0
3067	1600	3545200	0
3068	1600	3546800	0
3069	1600	3548400	0
3070	1600	3550000	0
3071	1600	3551600	0
3072	1600	3553200	0
3073	1600	3554800	0
3074	1600	3556400	0
3075	1600	3558000	2472500
3076	1600	3559600	0
3077	1600	3561200	0
3078	1600	3562800	0
3079	1600	3564400	0
3080	1600	3566000	0
3081	1600	3567600	0
3082	1600	3569200	0
3083	1600	3570800	0
3084	1600	3572400	0
3085	1600	3574000	0
3086	1600	3575600	0
3087	1600	3577200	0
3088	1600	3578800	0
3089	1600	3580400	0
3090	1600	3582000	0
3091	1600	3583600	0
3092	1600	3585200	0
3093	1600	3586800	0
3094	1600	3588400	0
3095	1600	3590000	0
3096	1600	3591600	0
3097	1600	3593200	0
3098	1600	3594800	0
3099	1600	3596400	0
3100	1600	3598000	2502500
3101	1600	3599600	0
3102	1600	3601200	0
3103	1600	3602800	0
3104	1600	3604400	0
3105	1600	3606000	0
3106	1600	3607600	0
3107	1600	3609200	0
3108	1600	3610800	0
3109	1600	3612400	0
3110	1600	3614000	0
3111	1600	3615600	0
3112	1600	3617200	0
3113	1600	3618800	0
3114	1600	3620400	0
3115	1600	3622000	0
3116	1600	3623600	0
3117	1600	3625200	0
3118	1600	3626800	0
3119	1600	3628400	0
3120	1600	3630000	0
3121	1600	3631600	0
3122	1600	3633200	0
3123	1600	3634800	0
3124	1600	3636400	0
3125	1600	3638000	2532500
3126	1600	3639600	0
3127	1600	3641200	0
3128	1600	3642800	0
3129	1600	3644400	0
3130	1600	3646000	0
3131	1600	3647600	0
3132	1600	3649200	0
3133	1600	3650800	0
3134	1600	3652400	0
3135	1600	3654000	0
3136	1600	3655600	0
3137	1600	3657200	0
3138	1600	3658800	0
3139	1600	3660400	0
3140	1600	3662000	0
3141	1600	3663600	0
3142	1600	3665200	0
3143	1600	3666800	0
3144	1600	3668400	0
3145	1600	3670000	0
3146	1600	3671600	0
3147	1600	3673200	0
3148	1600	3674800	0
3149	1600	3676400	0
3150	1600	3678000	2562500
3151	1600	3679600	0
3152	1600	3681200	0
3153	1600	3682800	0
3154	1600	3684400	0
3155	1600	3686000	0
3156	1600	3687600	0
3157	1600	3689200	0
3158	1600	3690800	0
3159	1600	3692400	0
3160	1600	3694000	0
3161	1600	3695600	0
3162	1600	3697200	0
3163	1600	3698800	0
3164	1600	3700400	0
3165	1600	3702000	0
3166	1600	3703600	0
3167	1600	3705200	0
3168	1600	3706800	0
3169	1600	3708400	0
3170	1600	3710000	0
3171	1600	3711600	0
3172	1600	3713200	0
3173	1600	3714800	0
3174	1600	3716400	0
3175	1600	3718000	2592500
3176	1600	3719600	0
3177	1600	3721200	0
3178	1600	3722800	0
3179	1600	3724400	0
3180	1600	3726000	0
3181	1600	3727600	0
3182	1600	3729200	0
3183	1600	3730800	0
3184	1600	3732400	0
3185	1600	3734000	0
3186	1600	3735600	0
3187	1600	3737200	0
3188	1600	3738800	0
3189	1600	3740400	0
3190	1600	3742000	0
3191	1600	3743600	0
3192	1600	3745200	0
3193	1600	3746800	0
3194	1600	3748400	0
3195	1600	3750000	0
3196	1600	3751600	0
3197	1600	3753200	0
3198	1600	3754800	0
3199	1600	3756400	0
3200	1600	3758000	2622500
3201	1600	3759600	0
3202	1600	3761200	0
3203	1600	3762800	0
3204	1600	3764400	0
3205	1600	3766000	0
3206	1600	3767600	0
3207	1600	3769200	0
3208	1600	3770800	0
3209	1600	3772400	0
3210	1600	3774000	0
3211	1600	3775600	0
3212	1600	3777200	0
3213	1600	3778800	0
3214	1600	3780400	0
3215	1600	3782000	0
3216	1600	3783600	0
3217	1600	3785200	0
3218	1600	3786800	0
3219	1600	3788400	0
3220	1600	3790000	0
3221	1600	3791600	0
3222	1600	3793200	0
3223	1600	3794800	0
3224	1600	3796400	0
3225	1600	3798000	2652500
3226	1600	3799600	0
3227	1600	3801200	0
3228	1600	3802800	0
3229	1600	3804400	0
3230	1600	3806000	0
3231	1600	3807600	0
3232	1600	3809200	0
3233	1600	3810800	0
3234	1600	3812400	0
3235	1600	3814000	0
3236	1600	3815600	0
3237	1600	3817200	0
3238	1600	3818800	0
3239	1600	3820400	0
3240	1600	3822000	0
3241	1600	3823600	0
3242	1600	3825200	0
3243	1600	3826800	0
3244	1600	3828400	0
3245	1600	3830000	0
3246	1600	3831600	0
3247	1600	3833200	0
3248	1600	3834800	0
3249	1600	3836400	0
3250	1600	3838000	2682500
3251	1600	3839600	0
3252	1600	3841200	0
3253	1600	3842800	0
3254	1600	3844400	0
3255	1600	3846000	0
3256	1600	3847600	0
3257	1600	3849200	0
3258	1600	3850800	0
3259	1600	3852400	0
3260	1600	3854000	0
3261	1600	3855600	0
3262	1600	3857200	0
3263	1600	3858800	0
3264	1600	3860400	0
3265	1600	3862000	0
3266	1600	3863600	0
3267	1600	3865200	0
3268	1600	3866800	0
3269	1600	3868400	0
3270	1600	3870000	0
3271	1600	3871600	0
3272	1600	3873200	0
3273	1600	3874800	0
3274	1600	3876400	0
3275	1600	3878000	2712500
3276	1600	3879600	0
3277	1600	3881200	0
3278	1600	3882800	0
3279	1600	3884400	0
3280	1600	3886000	0
3281	1600	3887600	0
3282	1600	3889200	0
3283	1600	3890800	0
3284	1600	3892400	0
3285	1600	3894000	0
3286	1600	3895600	0
3287	1600	3897200	0
3288	1600	3898800	0
3289	1600	3900400	0
3290	1600	3902000	0
3291	1600	3903600	0
3292	1600	3905200	0
3293	1600	3906800	0
3294	1600	3908400	0
3295	1600	3910000	0
3296	1600	3911600	0
3297	1600	3913200	0
3298	1600	3914800	0
3299	1600	3916400	0
3300	1600	3918000	2742500
3301	1600	3919600	0
3302	1600	3921200	0
3303	1600	3922800	0
3304	1600	3924400	0
3305	1600	3926000	0
3306	1600	3927600	0
3307	1600	3929200	0
3308	1600	3930800	0
3309	1600	3932400	0
3310	1600	3934000	0
3311	1600	3935600	0
3312	1600	3937200	0
3313	1600	3938800	0
3314	1600	3940400	0
3315	1600	3942000	0
3316	1600	3943600	0
3317	1600	3945200	0
3318	1600	3946800	0
3319	1600	3948400	0
3320	1600	3950000	0
3321	1600	3951600	0
3322	1600	3953200	0
3323	1600	3954800	0
3324	1600	3956400	0
3325	1600	3958000	2772500
3326	1600	3959600	0
3327	1600	3961200	0
3328	1600	3962800	0
3329	1600	3964400	0
3330	1600	3966000	0
3331	1600	3967600	0
3332	1600	3969200	0
3333	1600	3970800	0
3334	1600	3972400	0
3335	1600	3974000	0
3336	1600	3975600	0
3337	1600	3977200	0
3338	1600	3978800	0
3339	1600	3980400	0
3340	1600	3982000	0
3341	1600	3983600	0
3342	1600	3985200	0
3343	1600	3986800	0
3344	1600	3988400	0
3345	1600	3990000	0
3346	1600	3991600	0
3347	1600	3993200	0
3348	1600	3994800	0
3349	1600	3996400	0
3350	1600	3998000	2802500
3351	1600	3999600	0
3352	1600	4001200	0
3353	1600	4002800	0
3354	1600	4004400	0
3355	1600	4006000	0
3356	1600	4007600	0
3357	1600	4009200	0
3358	1600	4010800	0
3359	1600	4012400	0
3360	1600	4014000	0
3361	1600	4015600	0
3362	1600	4017200	0
3363	1600	4018800	0
3364	1600	4020400	0
3365	1600	4022000	0
3366	1600	4023600	0
3367	1600	4025200	0
3368	1600	4026800	0
3369	1600	4028400	0
3370	1600	4030000	0
3371	1600	4031600	0
3372	1600	4033200	0
3373	1600	4034800	0
3374	1600	4036400	0
3375	1600	4038000	2832500
3376	1600	4039600	0
3377	1600	4041200	0
3378	1600	4042800	0
3379	1600	4044400	0
3380	1600	4046000	0
3381	1600	4047600	0
3382	1600	4049200	0
3383	1600	4050800	0
3384	1600	4052400	0
3385	1600	4054000	0
3386	1600	4055600	0
3387	1600	4057200	0
3388	1600	4058800	0
3389	1600	4060400	0
3390	1600	4062000	0
3391	1600	4063600	0
3392	1600	4065200	0
3393	1600	4066800	0
3394	1600	4068400	0
3395	1600	4070000	0
3396	1600	4071600	0
3397	1600	4073200	0
3398	1600	4074800	0
3399	1600	4076400	0
3400	1600	4078000	2862500
3401	1600	4079600	0
3402	1600	4081200	0
3403	1600	4082800	0
3404	1600	4084400	0
3405	1600	4086000	0
3406	1600	4087600	0
3407	1600	4089200	0
3408	1600	4090800	0
3409	1600	4092400	0
3410	1600	4094000	0
3411	1600	4095600	0
3412	1600	4097200	0
3413	1600	4098800	0
3414	1600	4100400	0
3415	1600	4102000	0
3416	1600	4103600	0
3417	1600	4105200	0
3418	1600	4106800	0
3419	1600	4108400	0
3420	1600	4110000	0
3421	1600	4111600	0
3422	1600	4113200	0
3423	1600	4114800	0
3424	1600	4116400	0
3425	1600	4118000	2892500
3426	1600	4119600	0
3427	1600	4121200	0
3428	1600	4122800	0
3429	1600	4124400	0
3430	1600	4126000	0
3431	1600	4127600	0
3432	1600	4129200	0
3433	1600	4130800	0
3434	1600	4132400	0
3435	1600	4134000	0
3436	1600	4135600	0
3437	1600	4137200	0
3438	1600	4138800	0
3439	1600	4140400	0
3440	1600	4142000	0
3441	1600	4143600	0
3442	1600	4145200	0
3443	1600	4146800	0
3444	1600	4148400	0
3445	1600	4150000	0
3446	1600	4151600	0
3447	1600	4153200	0
3448	1600	4154800	0
3449	1600	4156400	0
3450	1600	4158000	2922500
3451	1600	4159600	0
3452	1600	4161200	0
3453	1600	4162800	0
3454	1600	4164400	0
3455	1600	4166000	0
3456	1600	4167600	0
3457	1600	4169200	0
3458	1600	4170800	0
3459	1600	4172400	0
3460	1600	4174000	0
3461	1600	4175600	0
3462	1600	4177200	0
3463	1600	4178800	0
3464	1600	4180400	0
3465	1600	4182000	0
3466	1600	4183600	0
3467	1600	4185200	0
3468	1600	4186800	0
3469	1600	4188400	0
3470	1600	4190000	0
3471	1600	4191600	0
3472	1600	4193200	0
3473	1600	4194800	0
3474	1600	4196400	0
3475	1600	4198000	2952500
3476	1600	4199600	0
3477	1600	4201200	0
3478	1600	4202800	0
3479	1600	4204400	0
3480	1600	4206000	0
3481	1600	4207600	0
3482	1600	4209200	0
3483	1600	4210800	0
3484	1600	4212400	0
3485	1600	4214000	0
3486	1600	4215600	0
3487	1600	4217200	0
3488	1600	4218800	0
3489	1600	4220400	0
3490	1600	4222000	0
3491	1600	4223600	0
3492	1600	4225200	0
3493	1600	4226800	0
3494	1600	4228400	0
3495	1600	4230000	0
3496	1600	4231600	0
3497	1600	4233200	0
3498	1600	4234800	0
3499	1600	4236400	0
3500	1600	4238000	2982500
3501	1700	4239700	0
3502	1700	4241400	0
3503	1700	4243100	0
3504	1700	4244800	0
3505	1700	4246500	0
3506	1700	4248200	0
3507	1700	4249900	0
3508	1700	4251600	0
3509	1700	4253300	0
3510	1700	4255000	0
3511	1700	4256700	0
3512	1700	4258400	0
3513	1700	4260100	0
3514	1700	4261800	0
3515	1700	4263500	0
3516	1700	4265200	0
3517	1700	4266900	0
3518	1700	4268600	0
3519	1700	4270300	0
3520	1700	4272000	0
3521	1700	4273700	0
3522	1700	4275400	0
3523	1700	4277100	0
3524	1700	4278800	0
3525	1700	4280500	3015000
3526	1700	4282200	0
3527	1700	4283900	0
3528	1700	4285600	0
3529	1700	4287300	0
3530	1700	4289000	0
3531	1700	4290700	0
3532	1700	4292400	0
3533	1700	4294100	0
3534	1700	4295800	0
3535	1700	4297500	0
3536	1700	4299200	0
3537	1700	4300900	0
3538	1700	4302600	0
3539	1700	4304300	0
3540	1700	4306000	0
3541	1700	4307700	0
3542	1700	4309400	0
3543	1700	4311100	0
3544	1700	4312800	0
3545	1700	4314500	0
3546	1700	4316200	0
3547	1700	4317900	0
3548	1700	4319600	0
3549	1700	4321300	0
3550	1700	4323000	3047500
3551	1700	4324700	0
3552	1700	4326400	0
3553	1700	4328100	0
3554	1700	4329800	0
3555	1700	4331500	0
3556	1700	4333200	0
3557	1700	4334900	0
3558	1700	4336600	0
3559	1700	4338300	0
3560	1700	4340000	0
3561	1700	4341700	0
3562	1700	4343400	0
3563	1700	4345100	0
3564	1700	4346800	0
3565	1700	4348500	0
3566	1700	4350200	0
3567	1700	4351900	0
3568	1700	4353600	0
3569	1700	4355300	0
3570	1700	4357000	0
3571	1700	4358700	0
3572	1700	4360400	0
3573	1700	4362100	0
3574	1700	4363800	0
3575	1700	4365500	3080000
3576	1700	4367200	0
3577	1700	4368900	0
3578	1700	4370600	0
3579	1700	4372300	0
3580	1700	4374000	0
3581	1700	4375700	0
3582	1700	4377400	0
3583	1700	4379100	0
3584	1700	4380800	0
3585	1700	4382500	0
3586	1700	4384200	0
3587	1700	4385900	0
3588	1700	4387600	0
3589	1700	4389300	0
3590	1700	4391000	0
3591	1700	4392700	0
3592	1700	4394400	0
3593	1700	4396100	0
3594	1700	4397800	0
3595	1700	4399500	0
3596	1700	4401200	0
3597	1700	4402900	0
3598	1700	4404600	0
3599	1700	4406300	0
3600	1700	4408000	3112500
3601	1700	4409700	0
3602	1700	4411400	0
3603	1700	4413100	0
3604	1700	4414800	0
3605	1700	4416500	0
3606	1700	4418200	0
3607	1700	4419900	0
3608	1700	4421600	0
3609	1700	4423300	0
3610	1700	4425000	0
3611	1700	4426700	0
3612	1700	4428400	0
3613	1700	4430100	0
3614	1700	4431800	0
3615	1700	4433500	0
3616	1700	4435200	0
3617	1700	4436900	0
3618	1700	4438600	0
3619	1700	4440300	0
3620	1700	4442000	0
3621	1700	4443700	0
3622	1700	4445400	0
3623	1700	4447100	0
3624	1700	4448800	0
3625	1700	4450500	3145000
3626	1700	4452200	0
3627	1700	4453900	0
3628	1700	4455600	0
3629	1700	4457300	0
3630	1700	4459000	0
3631	1700	4460700	0
3632	1700	4462400	0
3633	1700	4464100	0
3634	1700	4465800	0
3635	1700	4467500	0
3636	1700	4469200	0
3637	1700	4470900	0
3638	1700	4472600	0
3639	1700	4474300	0
3640	1700	4476000	0
3641	1700	4477700	0
3642	1700	4479400	0
3643	1700	4481100	0
3644	1700	4482800	0
3645	1700	4484500	0
3646	1700	4486200	0
3647	1700	4487900	0
3648	1700	4489600	0
3649	1700	4491300	0
3650	1700	4493000	3177500
3651	1700	4494700	0
3652	1700	4496400	0
3653	1700	4498100	0
3654	1700	4499800	0
3655	1700	4501500	0
3656	1700	4503200	0
3657	1700	4504900	0
3658	1700	4506600	0
3659	1700	4508300	0
3660	1700	4510000	0
3661	1700	4511700	0
3662	1700	4513400	0
3663	1700	4515100	0
3664	1700	4516800	0
3665	1700	4518500	0
3666	1700	4520200	0
3667	1700	4521900	0
3668	1700	4523600	0
3669	1700	4525300	0
3670	1700	4527000	0
3671	1700	4528700	0
3672	1700	4530400	0
3673	1700	4532100	0
3674	1700	4533800	0
3675	1700	4535500	3210000
3676	1700	4537200	0
3677	1700	4538900	0
3678	1700	4540600	0
3679	1700	4542300	0
3680	1700	4544000	0
3681	1700	4545700	0
3682	1700	4547400	0
3683	1700	4549100	0
3684	1700	4550800	0
3685	1700	4552500	0
3686	1700	4554200	0
3687	1700	4555900	0
3688	1700	4557600	0
3689	1700	4559300	0
3690	1700	4561000	0
3691	1700	4562700	0
3692	1700	4564400	0
3693	1700	4566100	0
3694	1700	4567800	0
3695	1700	4569500	0
3696	1700	4571200	0
3697	1700	4572900	0
3698	1700	4574600	0
3699	1700	4576300	0
3700	1700	4578000	3242500
3701	1700	4579700	0
3702	1700	4581400	0
3703	1700	4583100	0
3704	1700	4584800	0
3705	1700	4586500	0
3706	1700	4588200	0
3707	1700	4589900	0
3708	1700	4591600	0
3709	1700	4593300	0
3710	1700	4595000	0
3711	1700	4596700	0
3712	1700	4598400	0
