level	levelExp	total
4338	27588205023	22943493851558
4339	27616199760	22971110051318
4340	27644217664	22998754268982
4341	27672258750	23026426527732
4342	27700323034	23054126850766
4343	27728410529	23081855261295
4344	27756521251	23109611782546
4345	27784655214	23137396437760
4346	27812812434	23165209250194
4347	27840992925	23193050243119
4348	27869196701	23220919439820
4349	27897423779	23248816863599
4350	27925674172	23276742537771
4351	27953947895	23304696485666
4352	27982244964	23332678730630
4353	28010565393	23360689296023
4354	28038909197	23388728205220
4355	28067276391	23416795481611
4356	28095666990	23444891148601
4357	28124081008	23473015229609
4358	28152518462	23501167748071
4359	28180979364	23529348727435
4360	28209463731	23557558191166
4361	28237971578	23585796162744
4362	28266502919	23614062665663
4363	28295057769	23642357723432
4364	28323636143	23670681359575
4365	28352238056	23699033597631
4366	28380863524	23727414461155
4367	28409512560	23755823973715
4368	28438185180	23784262158895
4369	28466881400	23812729040295
4370	28495601233	23841224641528
4371	28524344695	23869748986223
4372	28553111801	23898302098024
4373	28581902566	23926884000590
4374	28610717005	23955494717595
4375	28639555133	23984134272728
4376	28668416965	24012802689693
4377	28697302515	24041499992208
4378	28726211800	24070226204008
4379	28755144834	24098981348842
4380	28784101632	24127765450474
4381	28813082209	24156578532683
4382	28842086580	24185420619263
4383	28871114760	24214291734023
4384	28900166765	24243191900788
4385	28929242609	24272121143397
4386	28958342308	24301079485705
4387	28987465876	24330066951581
4388	29016613329	24359083564910
4389	29045784681	24388129349591
4390	29074979949	24417204329540
4391	29104199147	24446308528687
4392	29133442289	24475441970976
4393	29162709392	24504604680368
4394	29192000470	24533796680838
4395	29221315539	24563017996377
4396	29250654614	24592268650991
4397	29280017709	24621548668700
4398	29309404840	24650858073540
4399	29338816023	24680196889563
4400	29368251272	24709565140835
4401	29397710602	24738962851437
4402	29427194029	24768390045466
4403	29456701568	24797846747034
4404	29486233234	24827332980268
4405	29515789043	24856848769311
4406	29545369009	24886394138320
4407	29574973148	24915969111468
4408	29604601475	24945573712943
4409	29634254005	24975207966948
4410	29663930753	25004871897701
4411	29693631735	25034565529436
4412	29723356966	25064288886402
4413	29753106462	25094041992864
4414	29782880237	25123824873101
4415	29812678307	25153637551408
4416	29842500686	25183480052094
4417	29872347391	25213352399485
4418	29902218437	25243254617922
4419	29932113839	25273186731761
4420	29962033612	25303148765373
4421	29991977772	25333140743145
4422	30021946333	25363162689478
4423	30051939312	25393214628790
4424	30081956723	25423296585513
4425	30111998582	25453408584095
4426	30142064905	25483550649000
4427	30172155706	25513722804706
4428	30202271001	25543925075707
4429	30232410805	25574157486512
4430	30262575134	25604420061646
4431	30292764003	25634712825649
4432	30322977428	25665035803077
4433	30353215424	25695389018501
4434	30383478005	25725772496506
4435	30413765189	25756186261695
4436	30444076990	25786630338685
4437	30474413423	25817104752108
4438	30504774504	25847609526612
4439	30535160248	25878144686860
4440	30565570672	25908710257532
4441	30596005789	25939306263321
4442	30626465617	25969932728938
4443	30656950169	26000589679107
4444	30687459462	26031277138569
4445	30717993512	26061995132081
4446	30748552333	26092743684414
4447	30779135941	26123522820355
4448	30809744351	26154332564706
4449	30840377580	26185172942286
4450	30871035643	26216043977929
4451	30901718554	26246945696483
4452	30932426331	26277878122814
4453	30963158987	26308841281801
4454	30993916539	26339835198340
4455	31024699002	26370859897342
4456	31055506393	26401915403735
4457	31086338725	26433001742460
4458	31117196016	26464118938476
4459	31148078280	26495267016756
4460	31178985533	26526446002289
4461	31209917790	26557655920079
4462	31240875068	26588896795147
4463	31271857382	26620168652529
4464	31302864748	26651471517277
4465	31333897180	26682805414457
4466	31364954695	26714170369152
4467	31396037308	26745566406460
4468	31427145035	26776993551495
4469	31458277892	26808451829387
4470	31489435894	26839941265281
4471	31520619057	26871461884338
4472	31551827396	26903013711734
4473	31583060928	26934596772662
4474	31614319667	26966211092329
4475	31645603630	26997856695959
4476	31676912832	27029533608791
4477	31708247289	27061241856080
4478	31739607016	27092981463096
4479	31770992030	27124752455126
4480	31802402346	27156554857472
4481	31833837979	27188388695451
4482	31865298946	27220253994397
4483	31896785262	27252150779659
4484	31928296943	27284079076602
4485	31959834005	27316038910607
4486	31991396463	27348030307070
4487	32022984333	27380053291403
4488	32054597631	27412107889034
4489	32086236373	27444194125407
4490	32117900574	27476312025981
4491	32149590251	27508461616232
4492	32181305418	27540642921650
4493	32213046092	27572855967742
4494	32244812289	27605100780031
4495	32276604025	27637377384056
4496	32308421315	27669685805371
4497	32340264175	27702026069546
4498	32372132620	27734398202166
4499	32404026668	27766802228834
4500	32435946333	27799238175167
4501	32467891632	27831706066799
4502	32499862580	27864205929379
4503	32531859193	27896737788572
4504	32563881487	27929301670059
4505	32595929478	27961897599537
4506	32628003182	27994525602719
4507	32660102615	28027185705334
4508	32692227792	28059877933126
4509	32724378730	28092602311856
4510	32756555444	28125358867300
4511	32788757951	28158147625251
4512	32820986265	28190968611516
4513	32853240405	28223821851921
4514	32885520384	28256707372305
4515	32917826219	28289625198524
4516	32950157927	28322575356451
4517	32982515522	28355557871973
4518	33014899021	28388572770994
4519	33047308441	28421620079435
4520	33079743796	28454699823231
4521	33112205103	28487812028334
4522	33144692378	28520956720712
4523	33177205637	28554133926349
4524	33209744896	28587343671245
4525	33242310171	28620585981416
4526	33274901478	28653860882894
4527	33307518833	28687168401727
4528	33340162251	28720508563978
4529	33372831750	28753881395728
4530	33405527345	28787286923073
4531	33438249052	28820725172125
4532	33470996888	28854196169013
4533	33503770868	28887699939881
4534	33536571008	28921236510889
4535	33569397324	28954805908213
4536	33602249833	28988408158046
4537	33635128551	29022043286597
4538	33668033493	29055711320090
4539	33700964677	29089412284767
4540	33733922117	29123146206884
4541	33766905830	29156913112714
4542	33799915833	29190713028547
4543	33832952141	29224545980688
4544	33866014770	29258411995458
4545	33899103737	29292311099195
4546	33932219058	29326243318253
4547	33965360749	29360208679002
4548	33998528826	29394207207828
4549	34031723306	29428238931134
4550	34064944204	29462303875338
4551	34098191536	29496402066874
4552	34131465320	29530533532194
4553	34164765570	29564698297764
4554	34198092304	29598896390068
4555	34231445538	29633127835606
4556	34264825287	29667392660893
4557	34298231568	29701690892461
4558	34331664398	29736022556859
4559	34365123792	29770387680651
4560	34398609767	29804786290418
4561	34432122338	29839218412756
4562	34465661523	29873684074279
4563	34499227338	29908183301617
4564	34532819798	29942716121415
4565	34566438921	29977282560336
4566	34600084721	30011882645057
4567	34633757217	30046516402274
4568	34667456424	30081183858698
4569	34701182357	30115885041055
4570	34734935035	30150619976090
4571	34768714472	30185388690562
4572	34802520686	30220191211248
4573	34836353693	30255027564941
4574	34870213508	30289897778449
4575	34904100149	30324801878598
4576	34938013632	30359739892230
4577	34971953972	30394711846202
4578	35005921188	30429717767390
4579	35039915294	30464757682684
4580	35073936307	30499831618991
4581	35107984244	30534939603235
4582	35142059121	30570081662356
4583	35176160954	30605257823310
4584	35210289760	30640468113070
4585	35244445556	30675712558626
4586	35278628357	30710991186983
4587	35312838181	30746304025164
4588	35347075043	30781651100207
4589	35381338960	30817032439167
4590	35415629949	30852448069116
4591	35449948026	30887898017142
4592	35484293207	30923382310349
4593	35518665509	30958900975858
4594	35553064949	30994454040807
4595	35587491542	31030041532349
4596	35621945306	31065663477655
4597	35656426257	31101319903912
4598	35690934412	31137010838324
4599	35725469786	31172736308110
4600	35760032397	31208496340507
4601	35794622261	31244290962768
4602	35829239394	31280120202162
4603	35863883814	31315984085976
4604	35898555536	31351882641512
4605	35933254578	31387815896090
4606	35967980955	31423783877045
4607	36002734685	31459786611730
4608	36037515784	31495824127514
4609	36072324268	31531896451782
4610	36107160155	31568003611937
4611	36142023460	31604145635397
4612	36176914201	31640322549598
4613	36211832394	31676534381992
4614	36246778055	31712781160047
4615	36281751202	31749062911249
4616	36316751851	31785379663100
4617	36351780018	31821731443118
4618	36386835720	31858118278838
4619	36421918974	31894540197812
4620	36457029797	31930997227609
4621	36492168205	31967489395814
4622	36527334215	32004016730029
4623	36562527844	32040579257873
4624	36597749107	32077177006980
4625	36632998023	32113810005003
4626	36668274607	32150478279610
4627	36703578877	32187181858487
4628	36738910849	32223920769336
4629	36774270540	32260695039876
4630	36809657966	32297504697842
4631	36845073145	32334349770987
4632	36880516093	32371230287080
4633	36915986826	32408146273906
4634	36951485363	32445097759269
4635	36987011718	32482084770987
4636	37022565910	32519107336897
4637	37058147955	32556165484852
4638	37093757869	32593259242721
4639	37129395670	32630388638391
4640	37165061375	32667553699766
4641	37200754999	32704754454765
4642	37236476561	32741990931326
4643	37272226076	32779263157402
4644	37308003562	32816571160964
4645	37343809035	32853914969999
4646	37379642513	32891294612512
4647	37415504012	32928710116524
4648	37451393549	32966161510073
4649	37487311141	33003648821214
4650	37523256805	33041172078019
4651	37559230557	33078731308576
4652	37595232415	33116326540991
4653	37631262395	33153957803386
4654	37667320515	33191625123901
4655	37703406791	33229328530692
4656	37739521240	33267068051932
4657	37775663880	33304843715812
4658	37811834726	33342655550538
4659	37848033797	33380503584335
4660	37884261108	33418387845443
4661	37920516677	33456308362120
4662	37956800521	33494265162641
4663	37993112657	33532258275298
4664	38029453102	33570287728400
4665	38065821872	33608353550272
4666	38102218985	33646455769257
4667	38138644458	33684594413715
4668	38175098308	33722769512023
4669	38211580552	33760981092575
4670	38248091206	33799229183781
4671	38284630288	33837513814069
4672	38321197815	33875835011884
4673	38357793804	33914192805688
4674	38394418272	33952587223960
4675	38431071235	33991018295195
4676	38467752712	34029486047907
4677	38504462719	34067990510626
4678	38541201273	34106531711899
4679	38577968391	34145109680290
4680	38614764091	34183724444381
4681	38651588389	34222376032770
4682	38688441302	34261064474072
4683	38725322848	34299789796920
4684	38762233044	34338552029964
4685	38799171907	34377351201871
4686	38836139454	34416187341325
4687	38873135702	34455060477027
4688	38910160668	34493970637695
4689	38947214370	34532917852065
4690	38984296824	34571902148889
4691	39021408048	34610923556937
4692	39058548059	34649982104996
4693	39095716874	34689077821870
4694	39132914510	34728210736380
4695	39170140985	34767380877365
4696	39207396315	34806588273680
4697	39244680519	34845832954199
4698	39281993612	34885114947811
4699	39319335613	34924434283424
4700	39356706538	34963790989962
4701	39394106405	35003185096367
4702	39431535231	35042616631598
4703	39468993034	35082085624632
4704	39506479830	35121592104462
4705	39543995636	35161136100098
4706	39581540471	35200717640569
4707	39619114351	35240336754920
4708	39656717294	35279993472214
4709	39694349316	35319687821530
4710	39732010436	35359419831966
4711	39769700670	35399189532636
4712	39807420036	35438996952672
4713	39845168552	35478842121224
4714	39882946233	35518725067457
4715	39920753099	35558645820556
4716	39958589166	35598604409722
4717	39996454451	35638600864173
4718	40034348972	35678635213145
4719	40072272746	35718707485891
4720	40110225791	35758817711682
4721	40148208124	35798965919806
4722	40186219762	35839152139568
4723	40224260723	35879376400291
4724	40262331024	35919638731315
4725	40300430682	35959939161997
4726	40338559716	36000277721713
4727	40376718141	36040654439854
4728	40414905977	36081069345831
4729	40453123240	36121522469071
4730	40491369947	36162013839018
4731	40529646117	36202543485135
4732	40567951766	36243111436901
4733	40606286912	36283717723813
4734	40644651573	36324362375386
4735	40683045765	36365045421151
4736	40721469507	36405766890658
4737	40759922816	36446526813474
4738	40798405710	36487325219184
4739	40836918205	36528162137389
4740	40875460320	36569037597709
4741	40914032072	36609951629781
4742	40952633478	36650904263259
4743	40991264556	36691895527815
4744	41029925324	36732925453139
4745	41068615799	36773994068938
4746	41107335999	36815101404937
4747	41146085941	36856247490878
4748	41184865643	36897432356521
4749	41223675122	36938656031643
4750	41262514396	36979918546039
4751	41301383482	37021219929521
4752	41340282399	37062560211920
4753	41379211163	37103939423083
4754	41418169793	37145357592876
4755	41457158306	37186814751182
4756	41496176719	37228310927901
4757	41535225051	37269846152952
4758	41574303319	37311420456271
4759	41613411540	37353033867811
4760	41652549732	37394686417543
4761	41691717913	37436378135456
4762	41730916100	37478109051556
4763	41770144312	37519879195868
4764	41809402565	37561688598433
4765	41848690879	37603537289312
4766	41888009269	37645425298581
4767	41927357754	37687352656335
4768	41966736352	37729319392687
4769	42006145081	37771325537768
4770	42045583957	37813371121725
4771	42085052999	37855456174724
4772	42124552225	37897580726949
4773	42164081652	37939744808601
4774	42203641299	37981948449900
4775	42243231182	38024191681082
4776	42282851319	38066474532401
4777	42322501730	38108797034131
4778	42362182430	38151159216561
4779	42401893438	38193561109999
4780	42441634772	38236002744771
4781	42481406450	38278484151221
4782	42521208488	38321005359709
4783	42561040907	38363566400616
4784	42600903722	38406167304338
4785	42640796952	38448808101290
4786	42680720614	38491488821904
4787	42720674728	38534209496632
4788	42760659309	38576970155941
4789	42800674377	38619770830318
4790	42840719949	38662611550267
4791	42880796043	38705492346310
4792	42920902677	38748413248987
4793	42961039868	38791374288855
4794	43001207636	38834375496491
4795	43041405997	38877416902488
4796	43081634969	38920498537457
4797	43121894571	38963620432028
4798	43162184820	39006782616848
4799	43202505734	39049985122582
4800	43242857332	39093227979914
4801	43283239631	39136511219545
4802	43323652649	39179834872194
4803	43364096404	39223198968598
4804	43404570914	39266603539512
4805	43445076197	39310048615709
4806	43485612271	39353534227980
4807	43526179154	39397060407134
4808	43566776864	39440627183998
4809	43607405419	39484234589417
4810	43648064837	39527882654254
4811	43688755136	39571571409390
4812	43729476334	39615300885724
4813	43770228450	39659071114174
4814	43811011500	39702882125674
4815	43851825504	39746733951178
4816	43892670479	39790626621657
4817	43933546443	39834560168100
4818	43974453415	39878534621515
4819	44015391412	39922550012927
4820	44056360452	39966606373379
4821	44097360555	40010703733934
4822	44138391737	40054842125671
4823	44179454017	40099021579688
4824	44220547412	40143242127100
4825	44261671942	40187503799042
4826	44302827625	40231806626667
4827	44344014477	40276150641144
4828	44385232518	40320535873662
4829	44426481766	40364962355428
4830	44467762238	40409430117666
4831	44509073954	40453939191620
4832	44550416930	40498489608550
4833	44591791186	40543081399736
4834	44633196740	40587714596476
4835	44674633609	40632389230085
4836	44716101812	40677105331897
4837	44757601367	40721862933264
4838	44799132293	40766662065557
4839	44840694607	40811502760164
4840	44882288328	40856385048492
4841	44923913474	40901308961966
4842	44965570063	40946274532029
4843	45007258114	40991281790143
4844	45048977644	41036330767787
4845	45090728673	41081421496460
4846	45132511218	41126554007678
4847	45174325297	41171728332975
4848	45216170930	41216944503905
4849	45258048134	41262202552039
4850	45299956927	41307502508966
4851	45341897328	41352844406294
4852	45383869355	41398228275649
4853	45425873026	41443654148675
4854	45467908361	41489122057036
4855	45509975376	41534632032412
4856	45552074091	41580184106503
4857	45594204524	41625778311027
4858	45636366693	41671414677720
4859	45678560617	41717093238337
4860	45720786313	41762814024650
4861	45763043801	41808577068451
4862	45805333098	41854382401549
4863	45847654224	41900230055773
4864	45890007196	41946120062969
4865	45932392033	41992052455002
4866	45974808754	42038027263756
4867	46017257376	42084044521132
4868	46059737919	42130104259051
4869	46102250400	42176206509451
4870	46144794838	42222351304289
4871	46187371252	42268538675541
4872	46229979660	42314768655201
4873	46272620080	42361041275281
4874	46315292531	42407356567812
4875	46357997032	42453714564844
4876	46400733601	42500115298445
4877	46443502256	42546558800701
4878	46486303016	42593045103717
4879	46529135900	42639574239617
4880	46572000926	42686146240543
4881	46614898112	42732761138655
4882	46657827477	42779418966132
4883	46700789040	42826119755172
4884	46743782820	42872863537992
4885	46786808833	42919650346825
4886	46829867101	42966480213926
4887	46872957640	43013353171566
4888	46916080469	43060269252035
4889	46959235608	43107228487643
4890	47002423074	43154230910717
4891	47045642886	43201276553603
4892	47088895064	43248365448667
4893	47132179625	43295497628292
4894	47175496588	43342673124880
4895	47218845971	43389891970851
4896	47262227794	43437154198645
4897	47305642075	43484459840720
4898	47349088833	43531808929553
4899	47392568086	43579201497639
4900	47436079853	43626637577492
4901	47479624153	43674117201645
4902	47523201004	43721640402649
4903	47566810426	43769207213075
4904	47610452436	43816817665511
4905	47654127053	43864471792564
4906	47697834297	43912169626861
4907	47741574185	43959911201046
4908	47785346738	44007696547784
4909	47829151972	44055525699756
4910	47872989908	44103398689664
4911	47916860564	44151315550228
4912	47960763958	44199276314186
4913	48004700110	44247281014296
4914	48048669037	44295329683333
4915	48092670760	44343422354093
4916	48136705297	44391559059390
4917	48180772666	44439739832056
4918	48224872886	44487964704942
4919	48269005977	44536233710919
4920	48313171956	44584546882875
4921	48357370843	44632904253718
4922	48401602657	44681305856375
4923	48445867417	44729751723792
4924	48490165140	44778241888932
4925	48534495847	44826776384779
4926	48578859556	44875355244335
4927	48623256286	44923978500621
4928	48667686055	44972646186676
4929	48712148884	45021358335560
4930	48756644789	45070114980349
4931	48801173791	45118916154140
4932	48845735909	45167761890049
4933	48890331161	45216652221210
4934	48934959566	45265587180776
4935	48979621143	45314566801919
4936	49024315911	45363591117830
4937	49069043889	45412660161719
4938	49113805096	45461773966815
4939	49158599551	45510932566366
4940	49203427273	45560135993639
4941	49248288281	45609384281920
4942	49293182593	45658677464513
4943	49338110230	45708015574743
4944	49383071209	45757398645952
4945	49428065550	45806826711502
4946	49473093272	45856299804774
4947	49518154393	45905817959167
4948	49563248934	45955381208101
4949	49608376912	46004989585013
4950	49653538348	46054643123361
4951	49698733259	46104341856620
4952	49743961665	46154085818285
4953	49789223586	46203875041871
4954	49834519040	46253709560911
4955	49879848045	46303589408956
4956	49925210623	46353514619579
4957	49970606790	46403485226369
4958	50016036567	46453501262936
4959	50061499973	46503562762909
4960	50106997027	46553669759936
4961	50152527747	46603822287683
4962	50198092154	46654020379837
4963	50243690265	46704264070102
4964	50289322101	46754553392203
4965	50334987680	46804888379883
4966	50380687022	46855269066905
4967	50426420146	46905695487051
4968	50472187070	46956167674121
4969	50517987815	47006685661936
4970	50563822399	47057249484335
4971	50609690841	47107859175176
4972	50655593162	47158514768338
4973	50701529379	47209216297717
4974	50747499512	47259963797229
4975	50793503580	47310757300809
4976	50839541604	47361596842413
4977	50885613601	47412482456014
4978	50931719591	47463414175605
4979	50977859593	47514392035198
4980	51024033627	47565416068825
4981	51070241712	47616486310537
4982	51116483867	47667602794404
4983	51162760112	47718765554516
4984	51209070465	47769974624981
4985	51255414946	47821230039927
4986	51301793575	47872531833502
4987	51348206370	47923880039872
4988	51394653351	47975274693223
4989	51441134538	48026715827761
4990	51487649949	48078203477710
4991	51534199604	48129737677314
4992	51580783523	48181318460837
4993	51627401724	48232945862561
4994	51674054227	48284619916788
4995	51720741052	48336340657840
4996	51767462218	48388108120058
4997	51814217744	48439922337802
4998	51861007649	48491783345451
4999	51907831954	48543691177405
5000	51954690677	48595645868082
5001	52001583838	48647647451920
5002	52048511456	48699695963376
5003	52095473551	48751791436927
5004	52142470142	48803933907069
5005	52189501249	48856123408318
5006	52236566891	48908359975209
5007	52283667088	48960643642297
5008	52330801858	49012974444155
5009	52377971222	49065352415377
5010	52425175199	49117777590576
5011	52472413809	49170250004385
5012	52519687070	49222769691455
5013	52566995003	49275336686458
5014	52614337627	49327951024085
5015	52661714962	49380612739047
5016	52709127027	49433321866074
5017	52756573841	49486078439915
5018	52804055424	49538882495339
5019	52851571797	49591734067136
5020	52899122977	49644633190113
5021	52946708986	49697579899099
5022	52994329842	49750574228941
5023	53041985565	49803616214506
5024	53089676175	49856705890681
5025	53137401690	49909843292371
5026	53185162132	49963028454503
5027	53232957519	50016261412022
5028	53280787872	50069542199894
5029	53328653209	50122870853103
5030	53376553550	50176247406653
5031	53424488916	50229671895569
5032	53472459325	50283144354894
5033	53520464797	50336664819691
5034	53568505353	50390233325044
5035	53616581011	50443849906055
5036	53664691791	50497514597846
5037	53712837714	50551227435560
5038	53761018798	50604988454358
5039	53809235064	50658797689422
5040	53857486531	50712655175953
5041	53905773219	50766560949172
5042	53954095147	50820515044319
5043	54002452336	50874517496655
5044	54050844805	50928568341460
5045	54099272574	50982667614034
5046	54147735663	51036815349697
5047	54196234091	51091011583788
5048	54244767878	51145256351666
5049	54293337044	51199549688710
5050	54341941609	51253891630319
5051	54390581592	51308282211911
5052	54439257014	51362721468925
5053	54487967894	51417209436819
5054	54536714252	51471746151071
5055	54585496107	51526331647178
5056	54634313481	51580965960659
5057	54683166392	51635649127051
5058	54732054860	51690381181911
5059	54780978906	51745162160817
5060	54829938548	51799992099365
5061	54878933808	51854871033173
5062	54927964704	51909798997877
5063	54977031257	51964776029134
5064	55026133487	52019802162621
5065	55075271413	52074877434034
5066	55124445056	52130001879090
5067	55173654435	52185175533525
5068	55222899570	52240398433095
5069	55272180482	52295670613577
5070	55321497190	52350992110767
5071	55370849714	52406362960481
5072	55420238074	52461783198555
5073	55469662290	52517252860845
5074	55519122382	52572771983227
5075	55568618370	52628340601597
5076	55618150274	52683958751871
5077	55667718115	52739626469986
5078	55717321911	52795343791897
5079	55766961683	52851110753580
5080	55816637451	52906927391031
5081	55866349235	52962793740266
5082	55916097055	53018709837321
5083	55965880932	53074675718253
5084	56015700885	53130691419138
5085	56065556933	53186756976071
5086	56115449099	53242872425170
5087	56165377400	53299037802570
5088	56215341858	53355253144428
5089	56265342493	53411518486921
5090	56315379324	53467833866245
5091	56365452372	53524199318617
5092	56415561657	53580614880274
5093	56465707199	53637080587473
5094	56515889018	53693596476491
5095	56566107134	53750162583625
5096	56616361567	53806778945192
5097	56666652338	53863445597530
5098	56716979467	53920162576997
5099	56767342974	53976929919971
5100	56817742878	54033747662849
5101	56868179201	54090615842050
5102	56918651963	54147534494013
5103	56969161182	54204503655195
5104	57019706881	54261523362076
5105	57070289079	54318593651155
5106	57120907796	54375714558951
5107	57171563052	54432886122003
5108	57222254868	54490108376871
5109	57272983264	54547381360135
5110	57323748260	54604705108395
5111	57374549877	54662079658272
5112	57425388134	54719505046406
5113	57476263052	54776981309458
5114	57527174652	54834508484110
5115	57578122953	54892086607063
5116	57629107975	54949715715038
5117	57680129740	55007395844778
5118	57731188268	55065127033046
5119	57782283578	55122909316624
5120	57833415691	55180742732315
5121	57884584628	55238627316943
5122	57935790408	55296563107351
5123	57987033053	55354550140404
5124	58038312582	55412588452986
5125	58089629016	55470678082002
5126	58140982375	55528819064377
5127	58192372680	55587011437057
5128	58243799950	55645255237007
5129	58295264207	55703550501214
5130	58346765471	55761897266685
5131	58398303762	55820295570447
5132	58449879101	55878745449548
5133	58501491508	55937246941056
5134	58553141003	55995800082059
5135	58604827607	56054404909666
5136	58656551340	56113061461006
5137	58708312223	56171769773229
5138	58760110277	56230529883506
5139	58811945521	56289341829027
5140	58863817976	56348205647003
5141	58915727664	56407121374667
5142	58967674603	56466089049270
5143	59019658815	56525108708085
5144	59071680320	56584180388405
5145	59123739139	56643304127544
5146	59175835293	56702479962837
5147	59227968801	56761707931638
5148	59280139684	56820988071322
5149	59332347964	56880320419286
5150	59384593660	56939705012946
5151	59436876793	56999141889739
5152	59489197383	57058631087122
5153	59541555452	57118172642574
5154	59593951019	57177766593593
5155	59646384106	57237412977699
5156	59698854733	57297111832432
5157	59751362920	57356863195352
5158	59803908689	57416667104041
5159	59856492059	57476523596100
5160	59909113052	57536432709152
5161	59961771688	57596394480840
5162	60014467988	57656408948828
5163	60067201972	57716476150800
5164	60119973661	57776596124461
5165	60172783076	57836768907537
5166	60225630237	57896994537774
5167	60278515166	57957273052940
5168	60331437882	58017604490822
5169	60384398407	58077988889229
5170	60437396761	58138426285990
5171	60490432965	58198916718955
5172	60543507040	58259460225995
5173	60596619006	58320056845001
5174	60649768884	58380706613885
5175	60702956695	58441409570580
5176	60756182460	58502165753040
5177	60809446200	58562975199240
5178	60862747934	58623837947174
5179	60916087685	58684754034859
5180	60969465472	58745723500331
5181	61022881317	58806746381648
5182	61076335241	58867822716889
5183	61129827263	58928952544152
5184	61183357406	58990135901558
5185	61236925689	59051372827247
5186	61290532134	59112663359381
5187	61344176762	59174007536143
5188	61397859593	59235405395736
5189	61451580649	59296856976385
5190	61505339949	59358362316334
5191	61559137515	59419921453849
5192	61612973369	59481534427218
5193	61666847530	59543201274748
5194	61720760020	59604922034768
5195	61774710859	59666696745627
5196	61828700069	59728525445696
5197	61882727670	59790408173366
5198	61936793684	59852344967050
5199	61990898131	59914335865181
5200	62045041032	59976380906213
5201	62099222409	60038480128622
5202	62153442281	60100633570903
5203	62207700671	60162841271574
5204	62261997599	60225103269173
5205	62316333085	60287419602258
5206	62370707152	60349790309410
5207	62425119820	60412215429230
5208	62479571111	60474695000341
5209	62534061044	60537229061385
5210	62588589641	60599817651026
5211	62643156924	60662460807950
5212	62697762912	60725158570862
5213	62752407628	60787910978490
5214	62807091092	60850718069582
5215	62861813326	60913579882908
5216	62916574350	60976496457258
5217	62971374186	61039467831444
5218	63026212854	61102494044298
5219	63081090376	61165575134674
5220	63136006773	61228711141447
5221	63190962065	61291902103512
5222	63245956275	61355148059787
5223	63300989423	61418449049210
5224	63356061530	61481805110740
5225	63411172617	61545216283357
5226	63466322707	61608682606064
5227	63521511818	61672204117882
5228	63576739974	61735780857856
5229	63632007195	61799412865051
5230	63687313502	61863100178553
5231	63742658917	61926842837470
5232	63798043460	61990640880930
5233	63853467153	62054494348083
5234	63908930018	62118403278101
5235	63964432074	62182367710175
5236	64019973344	62246387683519
5237	64075553849	62310463237368
5238	64131173610	62374594410978
5239	64186832648	62438781243626
5240	64242530984	62503023774610
5241	64298268640	62567322043250
5242	64354045638	62631676088888
5243	64409861998	62696085950886
5244	64465717741	62760551668627
5245	64521612889	62825073281516
5246	64577547464	62889650828980
5247	64633521486	62954284350466
5248	64689534977	63018973885443
5249	64745587958	63083719473401
5250	64801680451	63148521153852
5251	64857812476	63213378966328
5252	64913984056	63278292950384
5253	64970195212	63343263145596
5254	65026445964	63408289591560
5255	65082736335	63473372327895
5256	65139066346	63538511394241
5257	65195436017	63603706830258
5258	65251845371	63668958675629
5259	65308294430	63734266970059
5260	65364783213	63799631753272
5261	65421311744	63865053065016
5262	65477880042	63930530945058
5263	65534488131	63996065433189
5264	65591136030	64061656569219
5265	65647823762	64127304392981
5266	65704551348	64193008944329
5267	65761318809	64258770263138
5268	65818126168	64324588389306
5269	65874973445	64390463362751
5270	65931860662	64456395223413
5271	65988787840	64522384011253
5272	66045755002	64588429766255
5273	66102762168	64654532528423
5274	66159809360	64720692337783
5275	66216896600	64786909234383
5276	66274023908	64853183258291
5277	66331191308	64919514449599
5278	66388398820	64985902848419
5279	66445646465	65052348494884
5280	66502934266	65118851429150
5281	66560262244	65185411691394
5282	66617630420	65252029321814
5283	66675038817	65318704360631
5284	66732487455	65385436848086
5285	66789976357	65452226824443
5286	66847505544	65519074329987
5287	66905075037	65585979405024
5288	66962684859	65652942089883
5289	67020335031	65719962424914
5290	67078025574	65787040450488
5291	67135756510	65854176206998
5292	67193527862	65921369734860
5293	67251339650	65988621074510
5294	67309191896	66055930266406
5295	67367084622	66123297351028
5296	67425017850	66190722368878
5297	67482991602	66258205360480
5298	67541005898	66325746366378
5299	67599060762	66393345427140
5300	67657156214	66461002583354
5301	67715292276	66528717875630
5302	67773468970	66596491344600
5303	67831686318	66664323030918
5304	67889944342	66732212975260
5305	67948243063	66800161218323
5306	68006582503	66868167800826
5307	68064962685	66936232763511
5308	68123383629	67004356147140
5309	68181845357	67072537992497
5310	68240347892	67140778340389
5311	68298891255	67209077231644
5312	68357475468	67277434707112
5313	68416100553	67345850807665
5314	68474766532	67414325574197
5315	68533473426	67482859047623
5316	68592221258	67551451268881
5317	68651010049	67620102278930
5318	68709839821	67688812118751
5319	68768710596	67757580829347
5320	68827622396	67826408451743
5321	68886575243	67895295026986
5322	68945569159	67964240596145
5323	69004604166	68033245200311
5324	69063680285	68102308880596
5325	69122797538	68171431678134
5326	69181955949	68240613634083
5327	69241155537	68309854789620
5328	69300396326	68379155185946
5329	69359678338	68448514864284
5330	69419001593	68517933865877
5331	69478366115	68587412231992
5332	69537771926	68656950003918
5333	69597219046	68726547222964
5334	69656707499	68796203930463
5335	69716237307	68865920167770
5336	69775808490	68935695976260
