monsterId	firstCondition	firstTarget	firstSkill	secondCondition	secondTarget	secondSkill	thirdCondition	thirdTarget	thirdSkill	fourthCondition	fourthTarget	fourthSkill
1063000044	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000045	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000046	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000047	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000048	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000049	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000050	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000051	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000052	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000053	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000054	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000055	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000056	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000057	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000058	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000059	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000060	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000061	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000062	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000063	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000064	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000065	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000066	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000067	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000068	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000069	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000070	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000071	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000072	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000073	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000074	13:13:13	1:1:1	1031151301:1031151301:1031151301	3:3:3	2:2:2	1031150002:1031150002:1031150002	6:4:9	0:1:9	1031150001:1031150001:1031150103	0:0:0	0:0:0	1031150001:1031150001:1031150103
1063000076	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000079	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000080	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000077	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000078	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000081	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000082	13:13:13	1:1:1	1031151301:1031151301:1031151301	0:0:14	0:0:0	1031150001:1031151402:0	0:0:0	0:0:0	1031151502:1031151502:1031151402	0:0:0	0:0:0	0:0:0
1063000083	13:13:13	1:1:1	1031151301:1031151301:1031151301	0:0:14	0:0:0	1031150001:1031151401:0	0:0:0	0:0:0	1031151501:1031151501:1031151401	0:0:0	0:0:0	0:0:0
1063000084	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150102
1063000085	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1063000086	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150102
1063000099	13:13:13	1:1:1	1031151301:1031151301:1031151301	6:4:9	0:1:9	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103	0:0:0	0:0:0	1031150002:1031150101:1031150103
1061000155	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000156	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000157	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000158	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000159	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000160	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000161	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000162	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000163	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000164	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000165	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000166	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000167	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000168	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000169	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000170	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000171	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000172	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000173	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000174	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000175	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000176	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000177	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000178	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000179	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000180	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000181	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000182	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000183	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000184	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000185	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000186	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000187	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000188	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000189	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000190	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000191	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000192	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000193	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000194	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000195	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000196	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000197	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000198	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000199	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000200	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000201	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000202	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000203	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000204	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000205	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000206	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000207	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000208	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000209	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000210	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000211	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000212	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000213	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000214	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000215	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000216	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000217	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000218	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000219	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000220	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000221	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000222	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000223	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000224	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000225	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000226	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000227	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000228	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000229	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000230	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000231	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000232	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000233	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000234	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000235	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000236	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000237	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000238	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000239	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000240	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150103	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
1061000241	3:3:3	2:2:2	1031150002:1031150002:1031150002	0:0:0	0:0:0	1031000001:1031000001:1031150004	0:0:0	0:0:0	1031000001:1031000001:1031000001	0:0:0	0:0:0	0:0:0
