id	212	minMoney	maxMoney	minHonor	maxHonor	propId	dropRate	minNumber	maxNumber																																																																																																																																																																																																																																
组ID	掉钱数	最小钱	最大钱	最小荣誉	最大荣誉	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数	道具ID	掉落几率	最小数	最大数
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10343	46	32	55	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10344	46	32	55	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10345	46	32	55	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10346	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10347	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10348	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10349	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10350	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10351	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10352	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10353	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10354	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10355	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10356	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10357	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10358	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10359	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10360	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10361	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10362	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10363	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10364	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10365	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10366	47	33	56	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10367	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10368	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10369	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10370	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10371	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10372	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10373	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10374	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10375	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10376	48	34	58	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10377	49	34	59	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10378	49	34	59	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10379	49	34	59	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10380	49	34	59	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10381	49	34	59	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10382	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10383	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10384	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10385	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10386	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10387	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10388	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10389	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10390	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10391	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10392	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10393	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10394	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10395	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10396	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10397	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10398	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10399	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10400	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10401	50	35	60	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10402	51	36	61	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10403	51	36	61	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10404	51	36	61	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
						巨型血瓶				巨型蓝瓶				回城卷轴				奇妙精华																																																																																																																																																																																																																							
10405	51	36	61	0	0	1041010009	260	1	1	1041020009	260	1	1	1041000001	10	1	1	1045000229	60	1	1																																																																																																																																																																																																																				
																																																																																																																																																																																																																																									
11001	5000	5000	5000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11002	10000	10000	10000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11003	15000	15000	15000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11004	20000	20000	20000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11005	25000	25000	25000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11006	30000	30000	30000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11007	35000	35000	35000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11008	40000	40000	40000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11009	45000	45000	45000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11010	50000	50000	50000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11011	55000	55000	55000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11012	60000	60000	60000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11013	65000	65000	65000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11014	70000	70000	70000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11015	75000	75000	75000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
11016	80000	80000	80000	0	0	0	0	0	0																																																																																																																																																																																																																																
																																																																																																																																																																																																																																									
