id	name	level	type	iconId	minQuality	maxQuality	point	token	money	repeatNumber	bindMode	remark	eType	job	equipLocation	equipType	equipLevel	maxEquipLevel	phyAtt	phyAttRate	sptAtt	sptAttRate	phyDefWhite	phyDefGreen	phyDefBlue	phyDefPurple	phyDefRate	sptDefWhite	sptDefGreen	sptDefBlue	sptDefPurple	sptDefRate	modValueWhite	modValueGreen	power	agility	spirit	wisdom	lifePoint	magicPoint	curePoint	phySmiteRate	sptSmiteRate	phySmiteParm	sptSmiteParm	phyHurtAvoid	sptHurtAvoid	clearPhySmite	clearSptSmite	clearPhySmiteParm	clearSptSmiteParm	taskColor	modelId	startLevel	phyAttExt	sptAttExt	powerExt	agilityExt	spiritExt	wisdomExt	lifePointExt	magicPointExt	curePointExt	phySmiteRateExt	sptSmiteRateExt	phyHurtAvoidExt	sptHurtAvoidExt	phySmiteParmExt	sptSmiteParmExt	isVIP	adornBackgroud	isDel 
1050403034	无双短靴	350	1	1150403004	0	5	36000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	255	298	0	0	0	0	-1	0	5	1:180	1:180	1:104	1:104	1:104	1:104	1:2320	1:2320	50:420	0:0	0:0	1:104	1:104	0:0	0:0	0	0	1
1050403035	天下无双短靴	750	1	1150403007	0	5	166000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	390	456	0	0	0	0	-1	0	5	1:290	1:290	1:134	1:134	1:134	1:134	1:2960	1:2960	50:520	0:0	0:0	1:134	1:134	0:0	0:0	0	0	1
1050403040	天上天下无双短靴	1000	1	1150403004	0	5	200000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	510	596	0	0	0	0	-1	0	5	1:440	1:440	1:164	1:164	1:164	1:164	1:3520	1:3520	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050403041	天上天下天地无双短靴	1500	1	1150403007	0	5	240000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	600	700	0	0	0	0	-1	0	5	1:500	1:500	1:176	1:176	1:176	1:176	1:3800	1:3800	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050403052	绝世靓女短靴	1000	1	1150403004	0	5	200000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	555	650	0	0	0	0	-1	0	5	1:440	1:440	1:164	1:164	1:164	1:164	1:3520	1:3520	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050403053	流行巨星短靴	2000	1	1150403007	0	5	280000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	780	910	0	0	0	0	-1	0	5	1:710	1:710	1:218	1:218	1:218	1:218	1:4640	1:4640	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050403058	黑骑士短靴	2000	1	1150403004	0	5	280000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	852	994	0	0	0	0	-1	0	5	1:710	1:710	1:218	1:218	1:218	1:218	1:4640	1:4640	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050403059	格斗天王短靴	2900	1	1150403007	0	5	340000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	909	1060	0	0	0	0	-1	0	5	1:980	1:980	1:272	1:272	1:272	1:272	1:5760	1:5760	50:980	0:0	0:0	1:272	1:272	0:0	0:0	0	0	1
1050403061	初心短靴	1000	1	1150403004	0	5	20000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	383	714	0	0	0	0	-1	0	5	1:540	1:540	1:180	1:180	1:180	1:180	1:4000	1:4000	100:500	50:100	50:100	1:180	1:180	100:500	100:500	0	0	1
1050403062	熟练短靴	1200	1	1150403006	0	5	200000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	1288	2135	0	0	0	0	-1	0	5	1:540	1:540	1:180	1:180	1:180	1:180	1:8000	1:8000	100:500	50:100	50:100	1:180	1:180	100:500	100:500	0	0	1
1050403063	会心短靴	2200	1	1150403003	0	5	600000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	200	220	240	260	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	1975	3220	0	0	0	0	-1	0	6	1:720	1:720	1:200	1:200	1:200	1:200	1:11200	1:11200	100:800	50:100	50:100	1:200	1:200	100:800	100:800	0	0	1
1050403064	达人短靴	3200	1	1150403007	0	5	1200000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	300	330	360	390	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	2200	3675	0	0	0	0	-1	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:14400	1:14400	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	0	0	1
1050403065	大师短靴	4200	1	1150403004	0	5	1800000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	500	550	600	650	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	2450	4800	0	0	0	0	-1	0	8	1:1080	1:1080	1:280	1:280	1:280	1:280	1:17600	1:17600	100:1400	50:100	50:100	1:280	1:280	100:1400	100:1400	0	0	1
1050403066	宗师短靴	5200	1	1150403006	0	5	2400000	0	0	1	0	0	0	10:15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	700	700	700	700	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	2700	5100	0	0	0	0	-1	0	9	1:1440	1:1440	1:360	1:360	1:360	1:360	1:12000	1:12000	100:2000	50:150	50:150	1:360	1:360	100:2000	100:2000	0	0	1
1050403067	天上短靴	1500	1	1150403004	0	5	3000000	0	0	1	0	0	0	15:19	4	0	1	10	0	0	0	0	0	0	0	0	0	900	900	900	900	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	4000	7800	0	0	0	0	-1	0	10	1:1700	1:1700	1:440	1:440	1:440	1:440	1:15200	1:15200	100:2300	50:150	50:150	1:440	1:440	100:2300	100:2300	0	0	1
1050404017	铁板鞋	100	1	1150404002	0	5	100	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	-1	0	1	1:12	1:12	1:8	1:8	1:8	1:8	1:400	1:400	50:100	0:0	0:0	1:8	1:8	0:0	0:0	0	0	1
1050404001	刁蛮板鞋	100	1	1150404002	0	5	500	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	0	0	-1	0	1	1:20	1:20	1:14	1:14	1:14	1:14	1:520	1:520	50:120	0:0	0:0	1:14	1:14	0:0	0:0	0	0	1
1050404002	混沌板鞋	150	1	1150404003	0	5	1000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	18	23	0	0	0	0	-1	0	1	1:24	1:24	1:20	1:20	1:20	1:20	1:640	1:640	50:140	0:0	0:0	1:20	1:20	0:0	0:0	0	0	1
1050404003	妖姬板鞋	200	1	1150404004	0	5	1500	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	24	30	0	0	0	0	-1	0	1	1:40	1:40	1:26	1:26	1:26	1:26	1:760	1:760	50:160	0:0	0:0	1:26	1:26	0:0	0:0	0	0	1
1050404004	地精王板鞋	250	1	1150404005	0	5	3000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	30	38	0	0	0	0	-1	0	1	1:55	1:55	1:32	1:32	1:32	1:32	1:880	1:880	50:180	0:0	0:0	1:32	1:32	0:0	0:0	0	0	1
1050404005	蛇妖板鞋	300	1	1150404006	0	5	6000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	36	45	0	0	0	0	-1	0	2	1:60	1:60	1:38	1:38	1:38	1:38	1:1000	1:1000	50:200	0:0	0:0	1:38	1:38	0:0	0:0	0	0	1
1050404006	嗜血板鞋	350	1	1150404007	0	5	12000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	42	53	0	0	0	0	-1	0	2	1:72	1:72	1:44	1:44	1:44	1:44	1:1120	1:1120	50:220	0:0	0:0	1:44	1:44	0:0	0:0	0	0	1
1050404007	炫丽板鞋	400	1	1150404007	0	5	18000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	48	60	0	0	0	0	-1	0	2	1:88	1:88	1:50	1:50	1:50	1:50	1:1240	1:1240	50:240	0:0	0:0	1:50	1:50	0:0	0:0	0	0	1
1050404008	鞭女王板鞋	450	1	1150404007	0	5	24000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	54	68	0	0	0	0	-1	0	2	1:100	1:100	1:56	1:56	1:56	1:56	1:1360	1:1360	50:260	0:0	0:0	1:56	1:56	0:0	0:0	0	0	1
1050404009	金蝙蝠板鞋	500	1	1150404002	0	5	30000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	60	75	0	0	0	0	-1	0	3	1:110	1:110	1:62	1:62	1:62	1:62	1:1480	1:1480	50:280	0:0	0:0	1:62	1:62	0:0	0:0	0	0	1
1050404010	天剑板鞋	550	1	1150404003	0	5	35000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	66	83	0	0	0	0	-1	0	3	1:120	1:120	1:68	1:68	1:68	1:68	1:1600	1:1600	50:300	0:0	0:0	1:68	1:68	0:0	0:0	0	0	1
1050404011	天狱板鞋	600	1	1150404004	0	5	40000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	72	90	0	0	0	0	-1	0	3	1:130	1:130	1:74	1:74	1:74	1:74	1:1720	1:1720	50:320	0:0	0:0	1:74	1:74	0:0	0:0	0	0	1
1050404012	致命板鞋	650	1	1150404005	0	5	45000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	78	98	0	0	0	0	-1	0	3	1:140	1:140	1:80	1:80	1:80	1:80	1:1840	1:1840	50:340	0:0	0:0	1:80	1:80	0:0	0:0	0	0	1
1050404013	黑衣板鞋	700	1	1150404006	0	5	50000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	84	105	0	0	0	0	-1	0	4	1:150	1:150	1:86	1:86	1:86	1:86	1:1960	1:1960	50:360	0:0	0:0	1:86	1:86	0:0	0:0	0	0	1
1050404014	牛魔王板鞋	750	1	1150404007	0	5	55000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	90	113	0	0	0	0	-1	0	4	1:160	1:160	1:92	1:92	1:92	1:92	1:2080	1:2080	50:380	0:0	0:0	1:92	1:92	0:0	0:0	0	0	1
1050404015	邪树板鞋	800	1	1150404007	0	5	60000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	96	120	0	0	0	0	-1	0	4	1:170	1:170	1:98	1:98	1:98	1:98	1:2200	1:2200	50:400	0:0	0:0	1:98	1:98	0:0	0:0	0	0	1
1050404016	卡哇伊板鞋	850	1	1150404007	0	5	70000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	102	128	0	0	0	0	-1	0	4	1:180	1:180	1:104	1:104	1:104	1:104	1:2320	1:2320	50:420	0:0	0:0	1:104	1:104	0:0	0:0	0	0	1
1050404022	心灵板鞋	900	1	1150404007	0	5	80000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	108	135	0	0	0	0	-1	0	4	1:190	1:190	1:110	1:110	1:110	1:110	1:2440	1:2440	50:440	0:0	0:0	1:110	1:110	0:0	0:0	0	0	1
1050404023	假面板鞋	1000	1	1150404002	0	5	90000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	120	150	0	0	0	0	-1	0	4	1:210	1:210	1:116	1:116	1:116	1:116	1:2560	1:2560	50:460	0:0	0:0	1:116	1:116	0:0	0:0	0	0	1
1050404024	时间板鞋	1100	1	1150404003	0	5	100000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	132	165	0	0	0	0	-1	0	4	1:230	1:230	1:122	1:122	1:122	1:122	1:2680	1:2680	50:480	0:0	0:0	1:122	1:122	0:0	0:0	0	0	1
1050404025	侵略板鞋	1200	1	1150404004	0	5	110000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	144	180	0	0	0	0	-1	0	4	1:260	1:260	1:128	1:128	1:128	1:128	1:2800	1:2800	50:500	0:0	0:0	1:128	1:128	0:0	0:0	0	0	1
1050404026	雷电板鞋	1300	1	1150404005	0	5	120000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	156	195	0	0	0	0	-1	0	4	1:290	1:290	1:134	1:134	1:134	1:134	1:2920	1:2920	50:520	0:0	0:0	1:134	1:134	0:0	0:0	0	0	1
1050404027	穿孔板鞋	1400	1	1150404006	0	5	130000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	168	210	0	0	0	0	-1	0	4	1:320	1:320	1:140	1:140	1:140	1:140	1:3040	1:3040	50:540	0:0	0:0	1:140	1:140	0:0	0:0	0	0	1
1050404028	巨神板鞋	1500	1	1150404007	0	5	140000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	180	225	0	0	0	0	-1	0	4	1:350	1:350	1:146	1:146	1:146	1:146	1:3160	1:3160	50:560	0:0	0:0	1:146	1:146	0:0	0:0	0	0	1
1050404029	怨念板鞋	1600	1	1150404007	0	5	150000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	192	240	0	0	0	0	-1	0	4	1:380	1:380	1:152	1:152	1:152	1:152	1:3280	1:3280	50:580	0:0	0:0	1:152	1:152	0:0	0:0	0	0	1
1050404030	超音板鞋	1700	1	1150404007	0	5	160000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	204	255	0	0	0	0	-1	0	4	1:410	1:410	1:158	1:158	1:158	1:158	1:3400	1:3400	50:600	0:0	0:0	1:158	1:158	0:0	0:0	0	0	1
1050404031	黑暗板鞋	1800	1	1150404007	0	5	170000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	216	270	0	0	0	0	-1	0	4	1:440	1:440	1:164	1:164	1:164	1:164	1:3520	1:3520	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050404032	炎火板鞋	1900	1	1150404007	0	5	180000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	228	285	0	0	0	0	-1	0	4	1:470	1:470	1:170	1:170	1:170	1:170	1:3680	1:3680	50:640	0:0	0:0	1:170	1:170	0:0	0:0	0	0	1
1050404033	传奇板鞋	2000	1	1150404007	0	5	190000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	240	300	0	0	0	0	-1	0	4	1:500	1:500	1:176	1:176	1:176	1:176	1:3800	1:3800	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050404042	上古邪树板鞋	2100	1	1150404002	0	5	200000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	252	315	0	0	0	0	-1	0	4	1:530	1:530	1:182	1:182	1:182	1:182	1:3920	1:3920	50:680	0:0	0:0	1:182	1:182	0:0	0:0	0	0	1
1050404043	邪恶之灵板鞋	2300	1	1150404003	0	5	210000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	276	345	0	0	0	0	-1	0	4	1:590	1:590	1:194	1:194	1:194	1:194	1:4160	1:4160	50:720	0:0	0:0	1:194	1:194	0:0	0:0	0	0	1
1050404044	镇山魔王板鞋	2500	1	1150404004	0	5	220000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	300	375	0	0	0	0	-1	0	4	1:650	1:650	1:206	1:206	1:206	1:206	1:4400	1:4400	50:760	0:0	0:0	1:206	1:206	0:0	0:0	0	0	1
1050404045	远古邪树板鞋	2700	1	1150404005	0	5	230000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	324	405	0	0	0	0	-1	0	4	1:710	1:710	1:218	1:218	1:218	1:218	1:4640	1:4640	50:800	0:0	0:0	1:218	1:218	0:0	0:0	0	0	1
1050404046	袖珍怪猫板鞋	2900	1	1150404006	0	5	240000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	348	435	0	0	0	0	-1	0	4	1:770	1:770	1:230	1:230	1:230	1:230	1:4880	1:4880	50:840	0:0	0:0	1:230	1:230	0:0	0:0	0	0	1
1050404047	月玲珑板鞋	3200	1	1150404007	0	5	250000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	384	480	0	0	0	0	-1	0	4	1:830	1:830	1:242	1:242	1:242	1:242	1:5120	1:5120	50:880	0:0	0:0	1:242	1:242	0:0	0:0	0	0	1
1050404048	疯牛板鞋	3500	1	1150404007	0	5	260000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	420	525	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:5360	1:5360	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050404049	深渊板鞋	3800	1	1150404007	0	5	270000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	456	570	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:5360	1:5360	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050404050	海底邪树板鞋	4100	1	1150404007	0	5	280000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	492	615	0	0	0	0	-1	0	4	1:890	1:890	1:254	1:254	1:254	1:254	1:5360	1:5360	50:920	0:0	0:0	1:254	1:254	0:0	0:0	0	0	1
1050404051	森林板鞋	4400	1	1150404007	0	5	290000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	528	660	0	0	0	0	-1	0	4	1:950	1:950	1:260	1:260	1:260	1:260	1:5600	1:5600	50:960	0:0	0:0	1:260	1:260	0:0	0:0	0	0	1
1050404018	环保板鞋	150	1	1150404004	0	5	6000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	72	90	0	0	0	0	-1	0	4	1:60	1:60	1:38	1:38	1:38	1:38	1:1000	1:1000	50:200	0:0	0:0	1:38	1:38	0:0	0:0	0	0	1
1050404019	火星板鞋	350	1	1150404007	0	5	30000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	120	150	0	0	0	0	-1	0	4	1:110	1:110	1:62	1:62	1:62	1:62	1:1480	1:1480	50:280	0:0	0:0	1:62	1:62	0:0	0:0	0	0	1
1050404020	彗星板鞋	550	1	1150404004	0	5	50000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	168	210	0	0	0	0	-1	0	4	1:150	1:150	1:86	1:86	1:86	1:86	1:1960	1:1960	50:360	0:0	0:0	1:86	1:86	0:0	0:0	0	0	1
1050404021	银河板鞋	750	1	1150404007	0	5	80000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	216	270	0	0	0	0	-1	0	4	1:190	1:190	1:110	1:110	1:110	1:110	1:2440	1:2440	50:440	0:0	0:0	1:110	1:110	0:0	0:0	0	0	1
1050404036	青龙板鞋	1000	1	1150404004	0	5	110000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	288	360	0	0	0	0	-1	0	4	1:260	1:260	1:128	1:128	1:128	1:128	1:2800	1:2800	50:500	0:0	0:0	1:128	1:128	0:0	0:0	0	0	1
1050404037	白虎板鞋	1200	1	1150404007	0	5	140000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	360	450	0	0	0	0	-1	0	4	1:350	1:350	1:146	1:146	1:146	1:146	1:3160	1:3160	50:560	0:0	0:0	1:146	1:146	0:0	0:0	0	0	1
1050404038	朱雀板鞋	1500	1	1150404004	0	5	170000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	408	510	0	0	0	0	-1	0	4	1:440	1:440	1:164	1:164	1:164	1:164	1:3520	1:3520	50:620	0:0	0:0	1:164	1:164	0:0	0:0	0	0	1
1050404039	玄武板鞋	1700	1	1150404007	0	5	200000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	480	600	0	0	0	0	-1	0	4	1:500	1:500	1:176	1:176	1:176	1:176	1:3800	1:3800	50:660	0:0	0:0	1:176	1:176	0:0	0:0	0	0	1
1050404054	缤纷板鞋	2100	1	1150404004	0	5	230000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	600	750	0	0	0	0	-1	0	4	1:560	1:560	1:188	1:188	1:188	1:188	1:4080	1:4080	50:720	0:0	0:0	1:188	1:188	0:0	0:0	0	0	1
1050404055	异能板鞋	2500	1	1150404007	0	5	260000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	696	870	0	0	0	0	-1	0	4	1:620	1:620	1:200	1:200	1:200	1:200	1:4800	1:4800	50:780	0:0	0:0	1:200	1:200	0:0	0:0	0	0	1
1050404056	黑蝙蝠板鞋	2900	1	1150404004	0	5	290000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	840	1050	0	0	0	0	-1	0	4	1:680	1:680	1:212	1:212	1:212	1:212	1:5520	1:5520	50:840	0:0	0:0	1:212	1:212	0:0	0:0	0	0	1
1050404057	街霸板鞋	3500	1	1150404007	0	5	320000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	908	1136	0	0	0	0	-1	0	4	1:740	1:740	1:224	1:224	1:224	1:224	1:6240	1:6240	50:900	0:0	0:0	1:224	1:224	0:0	0:0	0	0	1
1050404060	绝战板鞋	4100	1	1150404004	0	5	380000	0	0	1	0	0	0	11:16:20	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	970	1226	0	0	0	0	-1	0	4	1:800	1:800	1:236	1:236	1:236	1:236	1:6960	1:6960	50:960	0:0	0:0	1:236	1:236	0:0	0:0	0	0	1
